id,name,format,likeCount,viewCount,commentCount,publicUrl,publicId,quantity,boardType,finish,isFoil,isAlter,isProxy,useCmcOverride,useManaCostOverride,useColorIdentityOverride,excludedFromColor,info.id,info.uniqueCardId,info.scryfall_id,info.set,info.set_name,info.name,info.cn,info.layout,info.cmc,info.type,info.type_line,info.oracle_text,info.mana_cost,info.power,info.toughness,info.colors,info.color_indicator,info.color_identity,info.legalities,info.frame,info.frame_effects,info.reserved,info.digital,info.foil,info.nonfoil,info.etched,info.glossy,info.rarity,info.border_color,info.colorshifted,info.lang,info.latest,info.has_multiple_editions,info.has_arena_legal,info.prices,info.card_faces,info.artist,info.promo_types,info.cardHoarderUrl,info.cardKingdomUrl,info.cardKingdomFoilUrl,info.cardMarketUrl,info.tcgPlayerUrl,info.isArenaLegal,info.released_at,info.edhrec_rank,info.cardmarket_id,info.tcgplayer_id,info.cardkingdom_id,info.cardkingdom_foil_id,info.reprint,info.set_type,info.acorn,info.image_seq,info.cardTraderUrl,info.cardTraderFoilUrl,info.content_warning,info.starcitygames_sku,info.starcitygames_url,info.starcitygames_foil_sku,info.starcitygames_foil_url,info.isPauperCommander,info.isToken,info.defaultFinish,description,power,toughness,visibility,areCommentsEnabled,isShared,authorsCanEdit,createdByUser,authors,requestedAuthors,main,mainboardCount,mainboard,uniqueCardId,scryfall_id,set,set_name,cn,layout,cmc,type,type_line,oracle_text,mana_cost,colors,color_indicator,color_identity,legalities,frame,reserved,digital,foil,nonfoil,etched,glossy,rarity,border_color,colorshifted,flavor_text,lang,latest,has_multiple_editions,has_arena_legal,prices,card_faces,artist,promo_types,cardHoarderUrl,cardKingdomUrl,cardMarketUrl,tcgPlayerUrl,isArenaLegal,released_at,edhrec_rank,multiverse_ids,mtgo_id,tcgplayer_id,cardmarket_id,coolStuffIncFoilUrl,cardkingdom_foil_id,cardKingdomFoilUrl,cardkingdom_id,reprint,set_type,coolStuffIncUrl,acorn,image_seq,cardTraderUrl,cardTraderFoilUrl,cardTraderEtchedUrl,content_warning,starcitygames_sku,starcitygames_url,starcitygames_foil_sku,starcitygames_foil_url,starcitygames_etched_sku,starcitygames_etched_url,arena_id,loyalty,meld_part,meld_result,cardkingdom_etched_id,cardKingdomEtchedUrl,frame_effects,isToken,defaultFinish,isPauperCommander,isCovered,manapool_url,allRaritiesMask,isTemporary,flavor_name,info.flavor_text,info.coolStuffIncUrl,info.loyalty,info.coolStuffIncFoilUrl,Deck Section,info.multiverse_ids,info.arena_id
vRdwqp,Mardu Surge (Tarkir Dragonstorm Commander Precon Decklist),commanderPrecons,79.0,37457.0,5.0,https://moxfield.com/decks/8KaWrDZ65k6x_VvjwJclGg,8KaWrDZ65k6x_VvjwJclGg,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,r4KBb,k94X7,ac552ea3-f521-4c42-a846-21a73364e0ca,tdc,Tarkir: Dragonstorm Commander,"Neriv, Crackling Vanguard",6,normal,5.0,3,Legendary Creature — Spirit Dragon,"Flying, deathtouch
When Neriv enters, create two 1/1 red Goblin creature tokens.
Whenever Neriv attacks, exile a number of cards from the top of your library equal to the number of differently named tokens you control. During any turn you attacked with a commander, you may play those cards.",{2}{R}{W}{B},4,4,"['B', 'R', 'W']",[],"['B', 'R', 'W']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,"['legendary', 'inverted']",False,False,True,True,False,False,mythic,borderless,False,en,True,False,False,"{'usd': 12.41, 'eur_foil': 13.98, 'ck': 9.99, 'ck_foil': 14.99, 'lastUpdatedAtUtc': '2025-03-30T10:52:12.704Z', 'ck_buy': 6.0, 'ck_buy_foil': 7.5, 'ct': 8.76, 'ct_foil': 14.82, 'scg': 7.99, 'scg_foil': 7.99, 'scg_buy': 4.0, 'scg_foil_buy': 3.0}",[],Lucas Graciano,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Neriv%2C+Crackling+Vanguard&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,mtg/tarkir-dragonstorm-commander-decks-variants/neriv-crackling-vanguard-0006-borderless,mtg/tarkir-dragonstorm-commander-decks-variants/neriv-crackling-vanguard-0006-borderless-foil,https://www.cardmarket.com/en/Magic/Products/Singles/Commander-Tarkir-Dragonstorm/Neriv-Crackling-Vanguard?referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F623913%3Fpage%3D1,False,2025-04-11,18619.0,817901.0,623913.0,311110.0,311113.0,False,commander,False,175160568,https://www.cardtrader.com/cards/326294,https://www.cardtrader.com/cards/326294,False,SGL-MTG-TDC2-006-ENN,https://starcitygames.com/neriv-crackling-vanguard-sgl-mtg-tdc2-006-enn/,SGL-MTG-TDC2-006-ENF,https://starcitygames.com/neriv-crackling-vanguard-sgl-mtg-tdc2-006-enf/,False,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vRdwqp,Mardu Surge (Tarkir Dragonstorm Commander Precon Decklist),commanderPrecons,79.0,37457.0,5.0,https://moxfield.com/decks/8KaWrDZ65k6x_VvjwJclGg,8KaWrDZ65k6x_VvjwJclGg,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,yDJMo,kaN92,5fc770b6-03ac-45c3-a2ca-bd508096384e,tdc,Tarkir: Dragonstorm Commander,Command Tower,107,normal,0.0,8,Land,{T}: Add one mana of any color in your commander's color identity.,,,,[],[],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'legal', 'brawl': 'legal', 'alchemy': 'legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,,False,False,False,True,False,False,common,black,False,en,True,True,True,"{'usd': 1.0, 'eur': 0.17, 'ck': 0.49, 'lastUpdatedAtUtc': '2025-03-30T10:52:12.704Z', 'ck_buy': 0.15, 'ct': 3.05, 'scg': 0.49, 'scg_buy': 0.005}",[],Marina Ortega Lorente,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Command+Tower&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,mtg/tarkir-dragonstorm-commander-decks/command-tower,,https://www.cardmarket.com/en/Magic/Products/Singles/Commander-Tarkir-Dragonstorm/Command-Tower?referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F623982%3Fpage%3D1,False,2025-04-11,2.0,818721.0,623982.0,311124.0,,True,commander,False,174818074,https://www.cardtrader.com/cards/326300,https://www.cardtrader.com/cards/326300,False,SGL-MTG-TDC-107-ENN,https://starcitygames.com/command-tower-sgl-mtg-tdc-107-enn/,,,False,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Safe havens amid the desert and dragonstorms, Abzan fortresses attract merchants, travelers, outcasts, and exiles.",,,,,,
vRdwqp,Mardu Surge (Tarkir Dragonstorm Commander Precon Decklist),commanderPrecons,79.0,37457.0,5.0,https://moxfield.com/decks/8KaWrDZ65k6x_VvjwJclGg,8KaWrDZ65k6x_VvjwJclGg,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,WOpXZ,k9vvg,935644d4-a140-4f24-b8ab-d5e79a682a9b,tdc,Tarkir: Dragonstorm Commander,Arcane Signet,105,normal,2.0,6,Artifact,{T}: Add one mana of any color in your commander's color identity.,{2},,,[],[],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'legal', 'brawl': 'legal', 'alchemy': 'legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,,False,False,False,True,False,False,uncommon,black,False,en,True,True,True,"{'usd': 1.0, 'eur': 0.5, 'ck': 0.99, 'lastUpdatedAtUtc': '2025-03-30T10:52:12.704Z', 'ck_buy': 0.25, 'ct': 3.05, 'scg': 0.99, 'scg_buy': 0.05}",[],Racrufi,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Arcane+Signet&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,mtg/tarkir-dragonstorm-commander-decks/arcane-signet,,https://www.cardmarket.com/en/Magic/Products/Singles/Commander-Tarkir-Dragonstorm/Arcane-Signet?referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624048%3Fpage%3D1,False,2025-04-11,3.0,818719.0,624048.0,311122.0,,True,commander,False,174817895,https://www.cardtrader.com/cards/326298,https://www.cardtrader.com/cards/326298,False,SGL-MTG-TDC-105-ENN,https://starcitygames.com/arcane-signet-sgl-mtg-tdc-105-enn/,,,False,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sometimes restoring the lost archives of the Jeskai can be as simple as the quiet ruffle of pages and the smell of fresh ink.,,,,,,
vRdwqp,Mardu Surge (Tarkir Dragonstorm Commander Precon Decklist),commanderPrecons,79.0,37457.0,5.0,https://moxfield.com/decks/8KaWrDZ65k6x_VvjwJclGg,8KaWrDZ65k6x_VvjwJclGg,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,x7WMJ,EZyKV,7b0ccfd4-f118-4497-9c5a-54cf12000e16,tdc,Tarkir: Dragonstorm Commander,Sol Ring,106,normal,1.0,6,Artifact,{T}: Add {C}{C}.,{1},,,[],[],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'not_legal', 'legacy': 'banned', 'pauper': 'not_legal', 'vintage': 'restricted', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'banned', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'banned', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'legal'}",2015,,False,False,False,True,False,False,uncommon,black,False,en,True,True,False,"{'usd': 4.45, 'eur': 1.49, 'ck': 2.99, 'lastUpdatedAtUtc': '2025-03-30T10:52:12.704Z', 'ck_buy': 1.0, 'ct': 3.05, 'scg': 1.99, 'scg_buy': 0.25}",[],Leon Tukker,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Sol+Ring&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,mtg/tarkir-dragonstorm-commander-decks/sol-ring,,https://www.cardmarket.com/en/Magic/Products/Singles/Commander-Tarkir-Dragonstorm/Sol-Ring?referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624049%3Fpage%3D1,False,2025-04-11,1.0,818720.0,624049.0,311123.0,,True,commander,False,174828252,https://www.cardtrader.com/cards/326299,https://www.cardtrader.com/cards/326299,False,SGL-MTG-TDC-106-ENN,https://starcitygames.com/sol-ring-sgl-mtg-tdc-106-enn/,,,False,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mardu lightning fences are the ingenious synthesis of blacksmith skill and stormsinger magic, protecting their dalkovans from even the most fearsome dragonstorms.",,,,,,
vRdwqp,Mardu Surge (Tarkir Dragonstorm Commander Precon Decklist),commanderPrecons,79.0,37457.0,5.0,https://moxfield.com/decks/8KaWrDZ65k6x_VvjwJclGg,8KaWrDZ65k6x_VvjwJclGg,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,NAN7B,Y2RvV,c2ea2395-4518-4683-8eed-59c43fb3328a,tdc,Tarkir: Dragonstorm Commander,Exotic Orchard,360,normal,0.0,8,Land,{T}: Add one mana of any color that a land an opponent controls could produce.,,,,[],[],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'legal'}",2015,,False,False,False,True,False,False,rare,black,False,en,True,True,False,"{'eur': 0.18, 'ck': 0.49, 'lastUpdatedAtUtc': '2025-03-30T10:52:12.704Z', 'ck_buy': 0.06, 'scg': 0.49, 'scg_buy': 0.08}",[],Steven Belledin,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Exotic+Orchard&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,mtg/tarkir-dragonstorm-commander-decks/exotic-orchard,,https://www.cardmarket.com/en/Magic/Products/Singles/Commander-Tarkir-Dragonstorm/Exotic-Orchard?referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624207%3Fpage%3D1,False,2025-04-11,9.0,818928.0,624207.0,311660.0,,True,commander,False,174818219,,,False,SGL-MTG-TDC-360-ENN,https://starcitygames.com/exotic-orchard-sgl-mtg-tdc-360-enn/,,,False,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""It was a strange morning. When we awoke, we found our trees transformed. We didn't know whether to water them or polish them.""
—Pulan, Bant orchardist",,,,,,
vRdwqp,Mardu Surge (Tarkir Dragonstorm Commander Precon Decklist),commanderPrecons,79.0,37457.0,5.0,https://moxfield.com/decks/8KaWrDZ65k6x_VvjwJclGg,8KaWrDZ65k6x_VvjwJclGg,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,RJPRp,Y2RBm,f87cf997-14b5-4a2c-a7d1-34b7de6561a2,tdc,Tarkir: Dragonstorm Commander,Swords to Plowshares,134,normal,1.0,5,Instant,Exile target creature. Its controller gains life equal to its power.,{W},,,['W'],[],['W'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'banned', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}",2015,,False,False,False,True,False,False,uncommon,black,False,en,True,True,True,"{'usd': 1.4, 'eur': 1.5, 'ck': 2.29, 'lastUpdatedAtUtc': '2025-03-30T10:52:12.704Z', 'ck_buy': 1.15, 'scg': 1.99, 'scg_buy': 0.25}",[],Jesper Ejsing,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Swords+to+Plowshares&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,mtg/tarkir-dragonstorm-commander-decks/swords-to-plowshares,,https://www.cardmarket.com/en/Magic/Products/Singles/Commander-Tarkir-Dragonstorm/Swords-to-Plowshares?referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624152%3Fpage%3D1,False,2025-04-11,11.0,818748.0,624152.0,311316.0,,True,commander,False,174828298,,,False,SGL-MTG-TDC-134-ENN,https://starcitygames.com/swords-to-plowshares-sgl-mtg-tdc-134-enn/,,,False,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""The arc of my blade has carved a path of light for the peace that will follow.""",,,,,,
vRdwqp,Mardu Surge (Tarkir Dragonstorm Commander Precon Decklist),commanderPrecons,79.0,37457.0,5.0,https://moxfield.com/decks/8KaWrDZ65k6x_VvjwJclGg,8KaWrDZ65k6x_VvjwJclGg,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,pDV2w,E645O,ce55e00c-cd95-48eb-986e-edf5125f3534,tdc,Tarkir: Dragonstorm Commander,Fellwar Stone,318,normal,2.0,6,Artifact,{T}: Add one mana of any color that a land an opponent controls could produce.,{2},,,[],[],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}",2015,,False,False,False,True,False,False,uncommon,black,False,en,True,True,False,"{'usd': 1.0, 'eur': 0.88, 'ck': 1.29, 'lastUpdatedAtUtc': '2025-03-30T10:52:12.704Z', 'ck_buy': 0.65, 'scg': 1.49, 'scg_buy': 0.1}",[],John Avon,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Fellwar+Stone&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,mtg/tarkir-dragonstorm-commander-decks/fellwar-stone,,https://www.cardmarket.com/en/Magic/Products/Singles/Commander-Tarkir-Dragonstorm/Fellwar-Stone?referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624374%3Fpage%3D1,False,2025-04-11,18.0,818891.0,624374.0,311505.0,,True,commander,False,174818216,,,False,SGL-MTG-TDC-318-ENN,https://starcitygames.com/fellwar-stone-sgl-mtg-tdc-318-enn/,,,False,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""What do you have that I cannot obtain?""
—Mairsil, the Pretender",,,,,,
vRdwqp,Mardu Surge (Tarkir Dragonstorm Commander Precon Decklist),commanderPrecons,79.0,37457.0,5.0,https://moxfield.com/decks/8KaWrDZ65k6x_VvjwJclGg,8KaWrDZ65k6x_VvjwJclGg,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,doAWz,LDJop,c5e81948-a362-4805-9bdf-ca65488a1a09,tdc,Tarkir: Dragonstorm Commander,Clifftop Retreat,351,normal,0.0,8,Land,"This land enters tapped unless you control a Mountain or a Plains.
{T}: Add {R} or {W}.",,,,[],[],"['R', 'W']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,,False,False,False,True,False,False,rare,black,False,en,True,True,True,"{'eur': 0.65, 'ck': 0.49, 'lastUpdatedAtUtc': '2025-03-30T10:52:12.704Z', 'ck_buy': 0.1, 'scg': 1.25, 'scg_buy': 0.1}",[],Christine Choi,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Clifftop+Retreat&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,mtg/tarkir-dragonstorm-commander-decks/clifftop-retreat,,https://www.cardmarket.com/en/Magic/Products/Singles/Commander-Tarkir-Dragonstorm/Clifftop-Retreat?referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624206%3Fpage%3D1,False,2025-04-11,116.0,818919.0,624206.0,311640.0,,True,commander,False,174818073,,,False,SGL-MTG-TDC-351-ENN,https://starcitygames.com/clifftop-retreat-sgl-mtg-tdc-351-enn/,,,False,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The sunlight falls pristine on the temple at Epityr, softened by the remembered shadows of angelic saviors' wings.",,,,,,
vRdwqp,Mardu Surge (Tarkir Dragonstorm Commander Precon Decklist),commanderPrecons,79.0,37457.0,5.0,https://moxfield.com/decks/8KaWrDZ65k6x_VvjwJclGg,8KaWrDZ65k6x_VvjwJclGg,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,7R8oN,Lzo5N,4c2a1b4e-858c-47a3-be89-9275e48d5475,tdc,Tarkir: Dragonstorm Commander,Abrade,203,normal,2.0,5,Instant,"Choose one —
• Abrade deals 3 damage to target creature.
• Destroy target artifact.",{1}{R},,,['R'],[],['R'],"{'standard': 'legal', 'future': 'legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'legal', 'brawl': 'legal', 'alchemy': 'legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,,False,False,False,True,False,False,uncommon,black,False,en,True,True,True,"{'ck': 0.35, 'lastUpdatedAtUtc': '2025-03-30T10:52:12.704Z', 'ck_buy': 0.03, 'csi': 0.29, 'csi_buy': 0.0, 'scg': 0.29, 'scg_buy': 0.005}",[],Jonas De Ro,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Abrade&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,mtg/tarkir-dragonstorm-commander-decks/abrade,,https://www.cardmarket.com/en/Magic/Products/Singles/Commander-Tarkir-Dragonstorm/Abrade?referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624178%3Fpage%3D1,False,2025-04-11,161.0,818812.0,624178.0,311448.0,,True,commander,False,174817838,,,False,SGL-MTG-TDC-203-ENN,https://starcitygames.com/abrade-sgl-mtg-tdc-203-enn/,,,False,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The desert is a voracious beast, devouring both flesh and stone.",http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Abrade,,,,,
vRdwqp,Mardu Surge (Tarkir Dragonstorm Commander Precon Decklist),commanderPrecons,79.0,37457.0,5.0,https://moxfield.com/decks/8KaWrDZ65k6x_VvjwJclGg,8KaWrDZ65k6x_VvjwJclGg,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,508ra,YBJQ5,f09bf0b7-45fa-4315-b393-f3ec0303c0c2,tdc,Tarkir: Dragonstorm Commander,Battlefield Forge,340,normal,0.0,8,Land,"{T}: Add {C}.
{T}: Add {R} or {W}. This land deals 1 damage to you.",,,,[],[],"['R', 'W']","{'standard': 'legal', 'future': 'legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}",2015,,False,False,False,True,False,False,rare,black,False,en,True,True,True,"{'usd': 1.0, 'ck': 0.99, 'lastUpdatedAtUtc': '2025-03-30T10:52:12.704Z', 'ck_buy': 0.3, 'scg': 1.99, 'scg_buy': 0.25}",[],Thomas Stoop,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Battlefield+Forge&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,mtg/tarkir-dragonstorm-commander-decks/battlefield-forge,,https://www.cardmarket.com/en/Magic/Products/Singles/Commander-Tarkir-Dragonstorm/Battlefield-Forge?referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624204%3Fpage%3D1,False,2025-04-11,149.0,818910.0,624204.0,311631.0,,True,commander,False,174817956,,,False,SGL-MTG-TDC-340-ENN,https://starcitygames.com/battlefield-forge-sgl-mtg-tdc-340-enn/,,,False,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""As Terisiare's mines ran dry, scrap metal became increasingly plentiful.""
—*The Antiquities War*",,,,,,
