id,name,format,likeCount,viewCount,commentCount,publicUrl,publicId,quantity,boardType,finish,isFoil,isAlter,isProxy,useCmcOverride,useManaCostOverride,useColorIdentityOverride,excludedFromColor,info.id,info.uniqueCardId,info.scryfall_id,info.set,info.set_name,info.name,info.cn,info.layout,info.cmc,info.type,info.type_line,info.oracle_text,info.mana_cost,info.colors,info.color_indicator,info.color_identity,info.legalities,info.frame,info.reserved,info.digital,info.foil,info.nonfoil,info.etched,info.glossy,info.rarity,info.border_color,info.colorshifted,info.lang,info.latest,info.has_multiple_editions,info.has_arena_legal,info.prices,info.card_faces,info.artist,info.promo_types,info.cardHoarderUrl,info.cardMarketUrl,info.tcgPlayerUrl,info.isArenaLegal,info.released_at,info.edhrec_rank,info.cardmarket_id,info.tcgplayer_id,info.reprint,info.set_type,info.acorn,info.image_seq,info.content_warning,info.isPauperCommander,info.isCovered,info.allRaritiesMask,info.isToken,info.defaultFinish,description,power,toughness,visibility,areCommentsEnabled,isShared,authorsCanEdit,createdByUser,authors,requestedAuthors,main,mainboardCount,mainboard,uniqueCardId,scryfall_id,set,set_name,cn,layout,cmc,type,type_line,oracle_text,mana_cost,colors,color_indicator,color_identity,legalities,frame,reserved,digital,foil,nonfoil,etched,glossy,rarity,border_color,colorshifted,flavor_text,lang,latest,has_multiple_editions,has_arena_legal,prices,card_faces,artist,promo_types,cardHoarderUrl,cardKingdomUrl,cardMarketUrl,tcgPlayerUrl,isArenaLegal,released_at,edhrec_rank,multiverse_ids,mtgo_id,tcgplayer_id,cardmarket_id,coolStuffIncFoilUrl,cardkingdom_foil_id,cardKingdomFoilUrl,cardkingdom_id,reprint,set_type,coolStuffIncUrl,acorn,image_seq,cardTraderUrl,cardTraderFoilUrl,cardTraderEtchedUrl,content_warning,starcitygames_sku,starcitygames_url,starcitygames_foil_sku,starcitygames_foil_url,starcitygames_etched_sku,starcitygames_etched_url,arena_id,loyalty,meld_part,meld_result,cardkingdom_etched_id,cardKingdomEtchedUrl,frame_effects,isToken,defaultFinish,isPauperCommander,isCovered,manapool_url,allRaritiesMask,isTemporary,flavor_name,info.power,info.toughness,info.frame_effects,info.flavor_text,info.coolStuffIncUrl,info.coolStuffIncFoilUrl,Deck Section,info.arena_id,info.starcitygames_etched_sku,info.starcitygames_etched_url,info.manapool_url,info.starcitygames_sku,info.starcitygames_url,info.starcitygames_foil_sku,info.starcitygames_foil_url,info.cardKingdomUrl,info.multiverse_ids,info.mtgo_id,info.cardkingdom_id
BxDd3R,Witherbloom Pestilence (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,88.0,27734.0,1.0,https://moxfield.com/decks/CIe9QwsuMUm0xHZVdXcZJQ,CIe9QwsuMUm0xHZVdXcZJQ,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,l4J6n,YepKQ,254437f7-7a8a-4b11-9cea-e8e7ea23c59e,sos,Secrets of Strixhaven,Witherbloom Charm,244,normal,2.0,5,Instant,"Choose one —
• You may sacrifice a permanent. If you do, draw two cards.
• You gain 5 life.
• Destroy target nonland permanent with mana value 2 or less.",{B}{G},"['B', 'G']",[],"['B', 'G']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,uncommon,black,False,en,False,True,True,"{'usd': 1.92, 'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'}",[],Florian Herold,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Witherbloom+Charm&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products?idProduct=880538&referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F686612%3Fpage%3D1,True,2026-04-24,28573.0,880538.0,686612.0,False,expansion,False,291098690,False,False,True,2,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BxDd3R,Witherbloom Pestilence (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,88.0,27734.0,1.0,https://moxfield.com/decks/CIe9QwsuMUm0xHZVdXcZJQ,CIe9QwsuMUm0xHZVdXcZJQ,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,50GpM,EW1jx,86f97dd8-8647-4938-aee0-690bb715f88b,soc,Secrets of Strixhaven Commander,"Gorma, the Gullet",3,normal,3.0,3,Legendary Creature — Pest Frog,"Lifelink
Whenever another creature you control dies, put a +1/+1 counter on Gorma.
Nontoken creatures you control enter with an additional +1/+1 counter on them for each creature that died under your control this turn.",{1}{B}{G},"['B', 'G']",[],"['B', 'G']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,mythic,black,False,en,True,False,False,"{'usd_foil': 15.0, 'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z', 'csi': 0.0, 'csi_foil': 0.0, 'csi_buy': 0.0, 'csi_buy_foil': 0.0, 'csi_buy_qty': 0, 'csi_buy_foil_qty': 0}",[],Brian Valeza,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Gorma%2C+the+Gullet&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Gorma%2C+the+Gullet&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687507%3Fpage%3D1,False,2026-04-24,,,687507.0,False,commander,False,290861225,False,False,True,8,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,['legendary'],She's not a picky eater.,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Gorma%2C+the+Gullet,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Gorma%2C+the+Gullet,,,,,,,,,,,,,
BxDd3R,Witherbloom Pestilence (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,88.0,27734.0,1.0,https://moxfield.com/decks/CIe9QwsuMUm0xHZVdXcZJQ,CIe9QwsuMUm0xHZVdXcZJQ,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,3GZ36,YnpPv,909a52bc-53f6-4654-9db7-e8f48333d765,soc,Secrets of Strixhaven Commander,Stensian Sanguinist // Exsanguinate,29,adventure,2.0,3,Creature — Vampire Cleric // Sorcery,,{1}{B} // {X}{B}{B},['B'],[],['B'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,False,False,"{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z', 'csi': 0.0, 'csi_buy': 0.0, 'csi_buy_qty': 0}","[{'id': 'Ye5e8', 'name': 'Stensian Sanguinist', 'mana_cost': '{1}{B}', 'type_line': 'Creature — Vampire Cleric', 'oracle_text': ""Whenever you attack, target creature gains deathtouch until end of turn. Whenever that creature deals combat damage to a player this combat, this creature becomes prepared. (While it's prepared, you may cast a copy of its spell. Doing so unprepares it.)"", 'colors': [], 'color_indicator': [], 'power': '2', 'toughness': '2', 'image_seq': 290536340}, {'id': 'Lwg94', 'name': 'Exsanguinate', 'mana_cost': '{X}{B}{B}', 'type_line': 'Sorcery', 'oracle_text': 'Each opponent loses X life. You gain life equal to the life lost this way.', 'colors': [], 'color_indicator': [], 'image_seq': 290536345}]",Cristi Balanescu,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Stensian+Sanguinist&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Stensian+Sanguinist&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687354%3Fpage%3D1,False,2026-04-24,,,687354.0,False,commander,False,290861467,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Stensian+Sanguinist,,,,,,,,,,,,,,
BxDd3R,Witherbloom Pestilence (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,88.0,27734.0,1.0,https://moxfield.com/decks/CIe9QwsuMUm0xHZVdXcZJQ,CIe9QwsuMUm0xHZVdXcZJQ,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,1MZ4R,EW1j5,1f2a066a-7bcd-4e9d-8e52-0769cd6c8124,soc,Secrets of Strixhaven Commander,Pest Rescuer,42,normal,3.0,3,Creature — Dryad Druid,"At the beginning of each upkeep, if you don't control a Pest creature token, create a 1/1 black and green Pest creature token with ""When this token dies, you gain 1 life.""
If you would gain life, you gain that much life plus 1 instead.",{2}{G},['G'],[],['G'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,False,False,{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'},[],Justine Cruz,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Pest+Rescuer&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Pest+Rescuer&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687398%3Fpage%3D1,False,2026-04-24,,,687398.0,False,commander,False,290861369,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,"""The bites and scratches are worth it.""",,,,,,,,,,,,,,,
BxDd3R,Witherbloom Pestilence (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,88.0,27734.0,1.0,https://moxfield.com/decks/CIe9QwsuMUm0xHZVdXcZJQ,CIe9QwsuMUm0xHZVdXcZJQ,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,a2158,LD1bN,69dda877-c176-456c-8cd8-5a1ea288e4c9,soc,Secrets of Strixhaven Commander,Feral Appetite,38,normal,3.0,7,Enchantment,"Attacking Pests you control get +1/+0 and have deathtouch.
{1}{G}: Exile target card from a graveyard. If a creature card is exiled this way, create a 1/1 black and green Pest creature token with ""When this token dies, you gain 1 life.""",{2}{G},['G'],[],['G'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,False,False,"{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z', 'csi': 0.0, 'csi_buy': 0.0, 'csi_buy_qty': 0}",[],Michal Ivan,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Feral+Appetite&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Feral+Appetite&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687369%3Fpage%3D1,False,2026-04-24,,,687369.0,False,commander,False,290861183,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['enchantment'],Once they were given a taste of bone they wouldn't touch anything else.,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Feral+Appetite,,,,,,,,,,,,,,
BxDd3R,Witherbloom Pestilence (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,88.0,27734.0,1.0,https://moxfield.com/decks/CIe9QwsuMUm0xHZVdXcZJQ,CIe9QwsuMUm0xHZVdXcZJQ,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,b5aQn,YopmA,2cde79eb-91c3-4a42-a2d3-e733e3b56846,soc,Secrets of Strixhaven Commander,Defiling Daemogoth,25,normal,5.0,3,Creature — Demon,"Menace
Whenever a creature you control deals combat damage to a player, you gain 1 life.
At the beginning of your end step, each opponent loses X life, where X is the amount of life you gained this turn.",{3}{B}{B},['B'],[],['B'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,False,False,"{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z', 'csi': 0.0, 'csi_buy': 0.0, 'csi_buy_qty': 0}",[],Quintin Gleim,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Defiling+Daemogoth&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Defiling+Daemogoth&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687341%3Fpage%3D1,False,2026-04-24,,,687341.0,False,commander,False,290861122,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Defiling+Daemogoth,,,,,,,,,,,,,,
BxDd3R,Witherbloom Pestilence (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,88.0,27734.0,1.0,https://moxfield.com/decks/CIe9QwsuMUm0xHZVdXcZJQ,CIe9QwsuMUm0xHZVdXcZJQ,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,J7ArM,Lzy7a,9737159b-256c-4004-ba5f-0417c35e1b30,soc,Secrets of Strixhaven Commander,Turbulent Fen,55,normal,0.0,8,Land — Swamp Forest,"({T}: Add {B} or {G}.)
This land enters tapped unless your opponents control eight or more lands.",,[],[],"['B', 'G']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,False,False,{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'},[],Sergey Glushakov,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Turbulent+Fen&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Turbulent+Fen&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687598%3Fpage%3D1,False,2026-04-24,,,687598.0,False,commander,False,290861530,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Life is beauty and cruelty. Pain and joy. It is the promise of certain death at the end of a glorious journey.""
—Beledros Witherbloom",,,,,,,,,,,,,,,
BxDd3R,Witherbloom Pestilence (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,88.0,27734.0,1.0,https://moxfield.com/decks/CIe9QwsuMUm0xHZVdXcZJQ,CIe9QwsuMUm0xHZVdXcZJQ,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,r4VzZ,k9olA,2271184b-08eb-4d2a-8ebf-a1807d51dd2a,soc,Secrets of Strixhaven Commander,Ominous Harvest,28,normal,3.0,4,Sorcery,"Gravestorm (When you cast this spell, copy it for each permanent put into a graveyard from the battlefield this turn.)
Target player draws a card and loses 1 life.",{2}{B},['B'],[],['B'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,False,False,"{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z', 'csi': 0.0, 'csi_buy': 0.0, 'csi_buy_qty': 0}",[],Fajareka Setiawan,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Ominous+Harvest&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Ominous+Harvest&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687350%3Fpage%3D1,False,2026-04-24,,,687350.0,False,commander,False,290861346,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The hunters came for the mushrooms. The trudges came for the mushroom hunters.,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Ominous+Harvest,,,,,,,,,,,,,,
BxDd3R,Witherbloom Pestilence (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,88.0,27734.0,1.0,https://moxfield.com/decks/CIe9QwsuMUm0xHZVdXcZJQ,CIe9QwsuMUm0xHZVdXcZJQ,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,j4A07,kaN92,c46a217c-0ed2-4b3c-9a01-ee38d12d76f3,soc,Secrets of Strixhaven Commander,Command Tower,129,normal,0.0,8,Land,{T}: Add one mana of any color in your commander's color identity.,,[],[],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'legal', 'brawl': 'legal', 'alchemy': 'legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,common,black,False,en,True,True,True,{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'},[],Constantin Marin,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Command+Tower&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Command+Tower&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fsearch%2Fmagic%2Fproduct%3FproductLineName%3Dmagic%26q%3DCommand%2BTower%26view%3Dgrid,False,2026-04-24,2.0,,,True,commander,False,290861092,False,False,True,7,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knowledge is wasted if not shared.,,,,,,,,,,,,,,,
BxDd3R,Witherbloom Pestilence (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,88.0,27734.0,1.0,https://moxfield.com/decks/CIe9QwsuMUm0xHZVdXcZJQ,CIe9QwsuMUm0xHZVdXcZJQ,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,0vZ5J,kppy0,d60cf719-d5ce-46c3-bf92-24682b1c53bd,soc,Secrets of Strixhaven Commander,Merchant of Venom,27,normal,4.0,3,Creature — Cat Warlock,"Menace
When this creature enters, each player sacrifices a creature of their choice.
Whenever a player sacrifices a permanent, put a +1/+1 counter on this creature.",{3}{B},['B'],[],['B'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,False,False,"{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z', 'csi': 0.0, 'csi_buy': 0.0, 'csi_buy_qty': 0}",[],Diana Franco,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Merchant+of+Venom&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Merchant+of+Venom&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687349%3Fpage%3D1,False,2026-04-24,,,687349.0,False,commander,False,290861304,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,Ulna Alley is a maze of market stalls where anything can be purchased for the right price.,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Merchant+of+Venom,,,,,,,,,,,,,,
