id,name,format,likeCount,viewCount,commentCount,publicUrl,publicId,quantity,boardType,finish,isFoil,isAlter,isProxy,useCmcOverride,useManaCostOverride,useColorIdentityOverride,excludedFromColor,info.id,info.uniqueCardId,info.scryfall_id,info.set,info.set_name,info.name,info.cn,info.layout,info.cmc,info.type,info.type_line,info.oracle_text,info.mana_cost,info.colors,info.color_indicator,info.color_identity,info.legalities,info.frame,info.reserved,info.digital,info.foil,info.nonfoil,info.etched,info.glossy,info.rarity,info.border_color,info.colorshifted,info.lang,info.latest,info.has_multiple_editions,info.has_arena_legal,info.prices,info.card_faces,info.artist,info.promo_types,info.cardHoarderUrl,info.cardKingdomUrl,info.cardMarketUrl,info.tcgPlayerUrl,info.isArenaLegal,info.released_at,info.multiverse_ids,info.cardmarket_id,info.tcgplayer_id,info.cardkingdom_id,info.reprint,info.set_type,info.coolStuffIncUrl,info.acorn,info.image_seq,info.cardTraderUrl,info.content_warning,info.starcitygames_sku,info.starcitygames_url,info.isToken,info.defaultFinish,description,power,toughness,visibility,areCommentsEnabled,isShared,authorsCanEdit,createdByUser,authors,requestedAuthors,main,mainboardCount,mainboard,uniqueCardId,scryfall_id,set,set_name,cn,layout,cmc,type,type_line,oracle_text,mana_cost,colors,color_indicator,color_identity,legalities,frame,reserved,digital,foil,nonfoil,etched,glossy,rarity,border_color,colorshifted,flavor_text,lang,latest,has_multiple_editions,has_arena_legal,prices,card_faces,artist,promo_types,cardHoarderUrl,cardKingdomUrl,cardMarketUrl,tcgPlayerUrl,isArenaLegal,released_at,edhrec_rank,multiverse_ids,mtgo_id,tcgplayer_id,cardmarket_id,coolStuffIncFoilUrl,cardkingdom_foil_id,cardKingdomFoilUrl,cardkingdom_id,reprint,set_type,coolStuffIncUrl,acorn,image_seq,cardTraderUrl,cardTraderFoilUrl,cardTraderEtchedUrl,content_warning,starcitygames_sku,starcitygames_url,starcitygames_foil_sku,starcitygames_foil_url,starcitygames_etched_sku,starcitygames_etched_url,arena_id,loyalty,meld_part,meld_result,cardkingdom_etched_id,cardKingdomEtchedUrl,frame_effects,isToken,defaultFinish,isPauperCommander,isCovered,manapool_url,allRaritiesMask,isTemporary,flavor_name,info.flavor_text,info.edhrec_rank,info.power,info.toughness,info.starcitygames_foil_sku,info.starcitygames_foil_url,info.cardKingdomFoilUrl,info.cardkingdom_foil_id,info.coolStuffIncFoilUrl,info.cardTraderFoilUrl,Deck Section,info.arena_id
LVDgl,Vampiric Bloodlust (Commander 2017 Precon Decklist),commanderPrecons,87.0,13562.0,0.0,https://www.moxfield.com/decks/dne9B6FNGk2I86ppJ3iK5Q,dne9B6FNGk2I86ppJ3iK5Q,4.0,mainboard,nonFoil,False,False,False,True,True,True,False,E0ZMJ,kqAb3,76a38a60-7e1d-4ef3-acec-1699b29662ce,c17,Commander 2017,Mountain,305,normal,0.0,8,Basic Land — Mountain,({T}: Add {R}.),,[],[],['R'],"{'standard': 'legal', 'future': 'legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'legal', 'brawl': 'legal', 'alchemy': 'legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}",2015,False,False,False,True,False,False,common,black,False,en,False,True,True,"{'usd': 0.15, 'eur': 0.1, 'ck': 0.35, 'lastUpdatedAtUtc': '2024-11-02T10:50:10.406Z', 'ck_buy': 0.04, 'csi': 0.29, 'csi_buy': 0.02, 'ct': 0.17, 'scg': 0.29, 'scg_buy': 0.01}",[],Mark Poole,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Mountain&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,mtg/commander-2017/mountain-305-b,https://www.cardmarket.com/en/Magic/Products/Singles/Commander-2017/Mountain-V-2?referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://tcgplayer.pxf.io/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F140094%3Fpage%3D1,False,2017-08-25,[433237],300613.0,140094.0,213837.0,True,commander,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Mountain,False,105778386,https://www.cardtrader.com/cards/3631,False,SGL-MTG-C17-305-ENN,https://starcitygames.com/mountain-sgl-mtg-c17-305-enn/,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVDgl,Vampiric Bloodlust (Commander 2017 Precon Decklist),commanderPrecons,87.0,13562.0,0.0,https://www.moxfield.com/decks/dne9B6FNGk2I86ppJ3iK5Q,dne9B6FNGk2I86ppJ3iK5Q,3.0,mainboard,nonFoil,False,False,False,True,True,True,False,Ydby8,EbPg6,2fb86b5f-0ff7-4924-8c69-3042ddec7911,c17,Commander 2017,Plains,296,normal,0.0,8,Basic Land — Plains,({T}: Add {W}.),,[],[],['W'],"{'standard': 'legal', 'future': 'legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'legal', 'brawl': 'legal', 'alchemy': 'legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}",2015,False,False,False,True,False,False,common,black,False,en,False,True,True,"{'usd': 0.12, 'eur': 0.08, 'ck': 0.35, 'lastUpdatedAtUtc': '2024-11-02T10:50:10.406Z', 'ck_buy': 0.04, 'ck_buy_qty': 0, 'csi': 0.29, 'csi_buy': 0.02, 'csi_buy_qty': 20, 'ct': 0.2, 'scg': 0.29, 'scg_qty': 50, 'scg_buy': 0.01}",[],Mark Poole,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Plains&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,mtg/commander-2017/plains-296-b,https://www.cardmarket.com/en/Magic/Products/Singles/Commander-2017/Plains-V-2?referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://tcgplayer.pxf.io/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F140097%3Fpage%3D1,False,2017-08-25,[433228],300604.0,140097.0,213840.0,True,commander,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Plains,False,105778422,https://www.cardtrader.com/cards/3640,False,SGL-MTG-C17-296-ENN,https://starcitygames.com/plains-sgl-mtg-c17-296-enn/,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVDgl,Vampiric Bloodlust (Commander 2017 Precon Decklist),commanderPrecons,87.0,13562.0,0.0,https://www.moxfield.com/decks/dne9B6FNGk2I86ppJ3iK5Q,dne9B6FNGk2I86ppJ3iK5Q,8.0,mainboard,nonFoil,False,False,False,True,True,True,False,E5GpB,kOzVw,de62de43-a74e-499f-8fe6-68a8a51078ce,c17,Commander 2017,Swamp,303,normal,0.0,8,Basic Land — Swamp,({T}: Add {B}.),,[],[],['B'],"{'standard': 'legal', 'future': 'legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'legal', 'brawl': 'legal', 'alchemy': 'legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}",2015,False,False,False,True,False,False,common,black,False,en,False,True,True,"{'usd': 0.14, 'eur': 0.11, 'ck': 0.35, 'lastUpdatedAtUtc': '2024-11-02T10:50:10.406Z', 'ck_buy': 0.04, 'csi': 0.29, 'csi_buy': 0.02, 'ct': 0.18, 'scg': 0.29, 'scg_buy': 0.01}",[],Kev Walker,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Swamp&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,mtg/commander-2017/swamp-303-c,https://www.cardmarket.com/en/Magic/Products/Singles/Commander-2017/Swamp-V-3?referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://tcgplayer.pxf.io/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F140101%3Fpage%3D1,False,2017-08-25,[433235],300611.0,140101.0,213844.0,True,commander,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Swamp,False,105778493,https://www.cardtrader.com/cards/3633,False,SGL-MTG-C17-303-ENN,https://starcitygames.com/swamp-sgl-mtg-c17-303-enn/,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVDgl,Vampiric Bloodlust (Commander 2017 Precon Decklist),commanderPrecons,87.0,13562.0,0.0,https://www.moxfield.com/decks/dne9B6FNGk2I86ppJ3iK5Q,dne9B6FNGk2I86ppJ3iK5Q,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,EgW05,kaN92,d2b1183f-bfc6-425f-9089-8657f7c8822b,c17,Commander 2017,Command Tower,242,normal,0.0,8,Land,{T}: Add one mana of any color in your commander's color identity.,,[],[],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'legal', 'brawl': 'legal', 'alchemy': 'legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,False,True,False,False,common,black,False,en,False,True,True,"{'usd': 0.22, 'eur': 0.39, 'ck': 0.49, 'lastUpdatedAtUtc': '2024-11-02T10:50:10.406Z', 'ck_buy': 0.04, 'csi': 0.49, 'csi_buy': 0.05, 'ct': 0.2, 'scg': 0.49, 'scg_buy': 0.005}",[],Ryan Yee,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Command+Tower&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,mtg/commander-2017/command-tower,https://www.cardmarket.com/en/Magic/Products/Singles/Commander-2017/Command-Tower?referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://tcgplayer.pxf.io/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F139795%3Fpage%3D1,False,2017-08-25,[433174],300290.0,139795.0,213563.0,True,commander,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Command+Tower,False,113794780,https://www.cardtrader.com/cards/3694,False,SGL-MTG-C17-242-ENN,https://starcitygames.com/command-tower-sgl-mtg-c17-242-enn/,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"When defeat is near and guidance is scarce, all eyes look in one direction.",2.0,,,,,,,,,,
LVDgl,Vampiric Bloodlust (Commander 2017 Precon Decklist),commanderPrecons,87.0,13562.0,0.0,https://www.moxfield.com/decks/dne9B6FNGk2I86ppJ3iK5Q,dne9B6FNGk2I86ppJ3iK5Q,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,YnP0v,YlgAy,ea993daa-f793-4caf-a2f8-eb2a6a0fc94a,c17,Commander 2017,Wind-Scarred Crag,294,normal,0.0,8,Land,"Wind-Scarred Crag enters tapped.
When Wind-Scarred Crag enters, you gain 1 life.
{T}: Add {R} or {W}.",,[],[],"['R', 'W']","{'standard': 'legal', 'future': 'legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,False,True,False,False,common,black,False,en,False,True,True,"{'usd': 0.25, 'eur': 0.1, 'ck': 0.39, 'lastUpdatedAtUtc': '2024-11-02T10:50:10.406Z', 'ck_buy': 0.04, 'ck_buy_qty': 0, 'csi': 0.29, 'csi_buy': 0.0, 'csi_buy_qty': 0, 'ct': 0.14, 'scg': 0.29, 'scg_qty': 0, 'scg_buy': 0.005}",[],Eytan Zana,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Wind-Scarred+Crag&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,mtg/commander-2017/wind-scarred-crag,https://www.cardmarket.com/en/Magic/Products/Singles/Commander-2017/Wind-Scarred-Crag?referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://tcgplayer.pxf.io/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F140145%3Fpage%3D1,False,2017-08-25,[433226],300602.0,140145.0,213637.0,True,commander,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Wind-Scarred+Crag,False,131957892,https://www.cardtrader.com/cards/3642,False,SGL-MTG-C17-294-ENN,https://starcitygames.com/wind-scarred-crag-sgl-mtg-c17-294-enn/,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1056.0,,,,,,,,,,
LVDgl,Vampiric Bloodlust (Commander 2017 Precon Decklist),commanderPrecons,87.0,13562.0,0.0,https://www.moxfield.com/decks/dne9B6FNGk2I86ppJ3iK5Q,dne9B6FNGk2I86ppJ3iK5Q,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,EQlr3,Yxl0Q,e379c13b-88c6-46ef-b3f6-d35ed2e8860b,c17,Commander 2017,Bojuka Bog,238,normal,0.0,8,Land,"Bojuka Bog enters tapped.
When Bojuka Bog enters, exile target player's graveyard.
{T}: Add {B}.",,[],[],['B'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'legal'}",2015,False,False,False,True,False,False,common,black,False,en,False,True,True,"{'usd': 3.19, 'eur': 1.19, 'ck': 2.29, 'lastUpdatedAtUtc': '2024-11-02T10:50:10.406Z', 'ck_buy': 0.4, 'ck_buy_qty': 0, 'csi': 1.99, 'csi_buy': 0.5, 'csi_buy_qty': 20, 'ct': 1.6, 'scg': 1.99, 'scg_qty': 0, 'scg_buy': 0.25}",[],Howard Lyon,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Bojuka+Bog&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,mtg/commander-2017/bojuka-bog,https://www.cardmarket.com/en/Magic/Products/Singles/Commander-2017/Bojuka-Bog?referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://tcgplayer.pxf.io/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F140077%3Fpage%3D1,False,2017-08-25,[433170],300549.0,140077.0,213744.0,True,commander,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Bojuka+Bog,False,106496963,https://www.cardtrader.com/cards/3698,False,SGL-MTG-C17-238-ENN,https://starcitygames.com/bojuka-bog-sgl-mtg-c17-238-enn/,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,
LVDgl,Vampiric Bloodlust (Commander 2017 Precon Decklist),commanderPrecons,87.0,13562.0,0.0,https://www.moxfield.com/decks/dne9B6FNGk2I86ppJ3iK5Q,dne9B6FNGk2I86ppJ3iK5Q,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,LKn5a,Yxl39,2745cd0e-086b-4456-9124-e7bf692fcc21,c17,Commander 2017,Akoum Refuge,233,normal,0.0,8,Land,"Akoum Refuge enters tapped.
When Akoum Refuge enters, you gain 1 life.
{T}: Add {B} or {R}.",,[],[],"['B', 'R']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'legal'}",2015,False,False,False,True,False,False,uncommon,black,False,en,False,True,False,"{'usd': 0.2, 'eur': 0.24, 'ck': 0.35, 'lastUpdatedAtUtc': '2024-11-02T10:50:10.406Z', 'ck_buy': 0.03, 'csi': 0.35, 'csi_buy': 0.05, 'ct': 0.18, 'scg': 0.29, 'scg_buy': 0.005}",[],Fred Fields,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Akoum+Refuge&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,mtg/commander-2017/akoum-refuge,https://www.cardmarket.com/en/Magic/Products/Singles/Commander-2017/Akoum-Refuge?referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://tcgplayer.pxf.io/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F140072%3Fpage%3D1,False,2017-08-25,[433165],300544.0,140072.0,213755.0,True,commander,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Akoum+Refuge,False,132313434,https://www.cardtrader.com/cards/3703,False,SGL-MTG-C17-233-ENN,https://starcitygames.com/akoum-refuge-sgl-mtg-c17-233-enn/,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2746.0,,,,,,,,,,
LVDgl,Vampiric Bloodlust (Commander 2017 Precon Decklist),commanderPrecons,87.0,13562.0,0.0,https://www.moxfield.com/decks/dne9B6FNGk2I86ppJ3iK5Q,dne9B6FNGk2I86ppJ3iK5Q,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,E5Gld,E0Nb5,779f87b6-b99c-4eb1-a43e-af275b9ef3b1,c17,Commander 2017,Black Market,98,normal,5.0,7,Enchantment,"Whenever a creature dies, put a charge counter on Black Market.
At the beginning of your first main phase, add {B} for each charge counter on Black Market.",{3}{B}{B},['B'],[],['B'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}",2015,False,False,False,True,False,False,rare,black,False,en,False,True,True,"{'usd': 2.48, 'eur': 1.83, 'ck': 4.49, 'lastUpdatedAtUtc': '2024-11-02T10:50:10.406Z', 'ck_buy': 1.8, 'csi': 3.49, 'csi_buy': 1.0, 'ct': 2.65, 'scg': 3.99, 'scg_buy': 1.5}",[],Jeff Easley,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Black+Market&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,mtg/commander-2017/black-market,https://www.cardmarket.com/en/Magic/Products/Singles/Commander-2017/Black-Market?referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://tcgplayer.pxf.io/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F139900%3Fpage%3D1,False,2017-08-25,[433030],300416.0,139900.0,213640.0,True,commander,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Black+Market,False,129842578,https://www.cardtrader.com/cards/3838,False,SGL-MTG-C17-98-ENN,https://starcitygames.com/black-market-sgl-mtg-c17-98-enn/,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.0,,,,,,,,,,
LVDgl,Vampiric Bloodlust (Commander 2017 Precon Decklist),commanderPrecons,87.0,13562.0,0.0,https://www.moxfield.com/decks/dne9B6FNGk2I86ppJ3iK5Q,dne9B6FNGk2I86ppJ3iK5Q,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,YomaJ,kywNo,e93e65d6-c2c8-4ab6-9296-7b21ff2ff8bf,c17,Commander 2017,Blood Artist,99,normal,2.0,3,Creature — Vampire,"Whenever Blood Artist or another creature dies, target player loses 1 life and you gain 1 life.",{1}{B},['B'],[],['B'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'restricted', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,False,True,False,False,uncommon,black,False,en,False,True,True,"{'usd': 2.48, 'eur': 1.91, 'ck': 4.99, 'lastUpdatedAtUtc': '2024-11-02T10:50:10.406Z', 'ck_buy': 1.5, 'csi': 3.49, 'csi_buy': 1.25, 'ct': 2.82, 'scg': 3.49, 'scg_buy': 1.0}",[],Johannes Voss,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Blood+Artist&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,mtg/commander-2017/blood-artist,https://www.cardmarket.com/en/Magic/Products/Singles/Commander-2017/Blood-Artist?referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://tcgplayer.pxf.io/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F139904%3Fpage%3D1,False,2017-08-25,[433031],300417.0,139904.0,213641.0,True,commander,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Blood+Artist,False,131459863,https://www.cardtrader.com/cards/3837,False,SGL-MTG-C17-99-ENN,https://starcitygames.com/blood-artist-sgl-mtg-c17-99-enn/,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Great art can never be created without great suffering.""",144.0,0,1,,,,,,,,
LVDgl,Vampiric Bloodlust (Commander 2017 Precon Decklist),commanderPrecons,87.0,13562.0,0.0,https://www.moxfield.com/decks/dne9B6FNGk2I86ppJ3iK5Q,dne9B6FNGk2I86ppJ3iK5Q,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,kX64M,LmyGq,2c58ce5e-b038-4376-a5f4-9849baa255b9,c17,Commander 2017,"Drana, Kalastria Bloodchief",112,normal,5.0,3,Legendary Creature — Vampire Shaman,"Flying
{X}{B}{B}: Target creature gets -0/-X until end of turn and Drana, Kalastria Bloodchief gets +X/+0 until end of turn.",{3}{B}{B},['B'],[],['B'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'legal'}",2015,False,False,False,True,False,False,rare,black,False,en,False,True,False,"{'usd': 0.37, 'eur': 0.24, 'ck': 0.59, 'lastUpdatedAtUtc': '2024-11-02T10:50:10.406Z', 'ck_buy': 0.15, 'ck_buy_qty': 18, 'csi': 0.59, 'csi_buy': 0.0, 'csi_buy_qty': 0, 'ct': 0.31, 'scg': 0.99, 'scg_qty': 0, 'scg_buy': 0.08}",[],Mike Bierek,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Drana%2C+Kalastria+Bloodchief&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,mtg/commander-2017/drana-kalastria-bloodchief,https://www.cardmarket.com/en/Magic/Products/Singles/Commander-2017/Drana-Kalastria-Bloodchief?referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://tcgplayer.pxf.io/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F139938%3Fpage%3D1,False,2017-08-25,[433044],300429.0,139938.0,213655.0,True,commander,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Drana%2C+Kalastria+Bloodchief,False,132500355,https://www.cardtrader.com/cards/3824,False,SGL-MTG-C17-112-ENN,https://starcitygames.com/drana-kalastria-bloodchief-sgl-mtg-c17-112-enn/,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""If our former masters would have us kneel again, they shall feel our defiance slashed across their membranes.""",8617.0,4,4,,,,,,,,
