id,name,format,likeCount,viewCount,commentCount,publicUrl,publicId,quantity,boardType,finish,isFoil,isAlter,isProxy,useCmcOverride,useManaCostOverride,useColorIdentityOverride,excludedFromColor,info.id,info.uniqueCardId,info.scryfall_id,info.set,info.set_name,info.name,info.cn,info.layout,info.cmc,info.type,info.type_line,info.oracle_text,info.mana_cost,info.colors,info.color_indicator,info.color_identity,info.legalities,info.frame,info.reserved,info.digital,info.foil,info.nonfoil,info.etched,info.glossy,info.rarity,info.border_color,info.colorshifted,info.lang,info.latest,info.has_multiple_editions,info.has_arena_legal,info.prices,info.card_faces,info.artist,info.promo_types,info.cardHoarderUrl,info.cardKingdomUrl,info.cardMarketUrl,info.tcgPlayerUrl,info.isArenaLegal,info.released_at,info.edhrec_rank,info.multiverse_ids,info.cardmarket_id,info.mtgo_id,info.tcgplayer_id,info.cardkingdom_id,info.reprint,info.set_type,info.coolStuffIncUrl,info.acorn,info.image_seq,info.cardTraderUrl,info.content_warning,info.starcitygames_sku,info.starcitygames_url,info.isToken,info.defaultFinish,description,power,toughness,visibility,areCommentsEnabled,isShared,authorsCanEdit,createdByUser,authors,requestedAuthors,main,mainboardCount,mainboard,uniqueCardId,scryfall_id,set,set_name,cn,layout,cmc,type,type_line,oracle_text,mana_cost,colors,color_indicator,color_identity,legalities,frame,reserved,digital,foil,nonfoil,etched,glossy,rarity,border_color,colorshifted,flavor_text,lang,latest,has_multiple_editions,has_arena_legal,prices,card_faces,artist,promo_types,cardHoarderUrl,cardKingdomUrl,cardMarketUrl,tcgPlayerUrl,isArenaLegal,released_at,edhrec_rank,multiverse_ids,mtgo_id,tcgplayer_id,cardmarket_id,coolStuffIncFoilUrl,cardkingdom_foil_id,cardKingdomFoilUrl,cardkingdom_id,reprint,set_type,coolStuffIncUrl,acorn,image_seq,cardTraderUrl,cardTraderFoilUrl,cardTraderEtchedUrl,content_warning,starcitygames_sku,starcitygames_url,starcitygames_foil_sku,starcitygames_foil_url,starcitygames_etched_sku,starcitygames_etched_url,arena_id,loyalty,meld_part,meld_result,cardkingdom_etched_id,cardKingdomEtchedUrl,frame_effects,isToken,defaultFinish,isPauperCommander,isCovered,manapool_url,allRaritiesMask,isTemporary,flavor_name,info.flavor_text,info.power,info.toughness,info.loyalty,Deck Section,info.coolStuffIncFoilUrl,info.cardTraderFoilUrl
YNl0z,Sworn to Darkness (Commander 2014 Precon Decklist),commanderPrecons,21.0,6134.0,0.0,https://www.moxfield.com/decks/Ta08Su5JcEGKM4IO9xQLXA,Ta08Su5JcEGKM4IO9xQLXA,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,YlGXe,EWN8x,874143b7-3f04-401d-bdef-93f2f1009788,c14,Commander 2014,Barren Moor,284,normal,0.0,8,Land,"Barren Moor enters tapped.
{T}: Add {B}.
Cycling {B} ({B}, Discard this card: Draw a card.)",,[],[],['B'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}",2015,False,False,False,True,False,False,common,black,False,en,False,True,True,"{'usd': 0.27, 'eur': 0.29, 'tix': 0.13, 'ck': 0.49, 'lastUpdatedAtUtc': '2024-11-02T10:50:10.406Z', 'ck_buy': 0.05, 'csi': 0.29, 'csi_buy': 0.0, 'ct': 0.19, 'scg': 0.29, 'scg_buy': 0.005}",[],Heather Hudson,[],https://www.cardhoarder.com/cards/55017?affiliate_id=moxfield&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,mtg/commander-2014/barren-moor,https://www.cardmarket.com/en/Magic/Products/Singles/Commander-2014/Barren-Moor?referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://tcgplayer.pxf.io/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F94447%3Fpage%3D1,False,2014-11-07,732.0,[389437],270744.0,55017.0,94447.0,196988.0,True,commander,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Barren+Moor,False,131747514,https://www.cardtrader.com/cards/11076,False,SGL-MTG-C14-284-ENN,https://starcitygames.com/barren-moor-sgl-mtg-c14-284-enn/,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YNl0z,Sworn to Darkness (Commander 2014 Precon Decklist),commanderPrecons,21.0,6134.0,0.0,https://www.moxfield.com/decks/Ta08Su5JcEGKM4IO9xQLXA,Ta08Su5JcEGKM4IO9xQLXA,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,LV6Xl,Yvmv8,977e3112-b141-44c0-9e8d-d7a0b93092b9,c14,Commander 2014,Arcane Lighthouse,59,normal,0.0,8,Land,"{T}: Add {C}.
{1}, {T}: Until end of turn, creatures your opponents control lose hexproof and shroud and can't have hexproof or shroud.",,[],[],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,False,True,False,False,uncommon,black,False,en,False,True,False,"{'usd': 4.12, 'eur': 3.72, 'tix': 0.99, 'ck': 6.99, 'lastUpdatedAtUtc': '2024-11-02T10:50:10.406Z', 'ck_buy': 3.5, 'csi': 4.99, 'csi_buy': 2.0, 'ct': 3.04, 'scg': 5.99, 'scg_buy': 2.5}",[],Igor Kieryluk,[],https://www.cardhoarder.com/cards/55173?affiliate_id=moxfield&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,mtg/commander-2014/arcane-lighthouse,https://www.cardmarket.com/en/Magic/Products/Singles/Commander-2014/Arcane-Lighthouse?referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://tcgplayer.pxf.io/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F94133%3Fpage%3D1,False,2014-11-07,1033.0,[389430],270490.0,55173.0,94133.0,196987.0,False,commander,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Arcane+Lighthouse,False,132496824,https://www.cardtrader.com/cards/11301,False,SGL-MTG-C14-59-ENN,https://starcitygames.com/arcane-lighthouse-sgl-mtg-c14-59-enn/,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YNl0z,Sworn to Darkness (Commander 2014 Precon Decklist),commanderPrecons,21.0,6134.0,0.0,https://www.moxfield.com/decks/Ta08Su5JcEGKM4IO9xQLXA,Ta08Su5JcEGKM4IO9xQLXA,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,E5aNW,YBJaW,c89eed52-aa5b-4a59-9bc6-cea65e504deb,c14,Commander 2014,Aether Snap,133,normal,5.0,4,Sorcery,Remove all counters from all permanents and exile all tokens.,{3}{B}{B},['B'],[],['B'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'legal'}",2015,False,False,False,True,False,False,rare,black,False,en,False,True,False,"{'usd': 0.48, 'eur': 0.31, 'tix': 0.03, 'ck': 0.49, 'lastUpdatedAtUtc': '2024-11-02T10:50:10.406Z', 'ck_buy': 0.04, 'csi': 0.75, 'csi_buy': 0.0, 'ct': 0.3, 'scg': 0.49, 'scg_buy': 0.08}",[],Kev Walker,[],https://www.cardhoarder.com/cards/55252?affiliate_id=moxfield&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,mtg/commander-2014/aether-snap,https://www.cardmarket.com/en/Magic/Products/Singles/Commander-2014/-ther-Snap?referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://tcgplayer.pxf.io/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F94295%3Fpage%3D1,False,2014-11-07,9986.0,[389425],270591.0,55252.0,94295.0,196922.0,True,commander,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/AEther+Snap,False,132496828,https://www.cardtrader.com/cards/11227,False,SGL-MTG-C14-133-ENN,https://starcitygames.com/aether-snap-sgl-mtg-c14-133-enn/,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""May you wake to find you were only ever a dream.""
—Mephidross curse",,,,,,
YNl0z,Sworn to Darkness (Commander 2014 Precon Decklist),commanderPrecons,21.0,6134.0,0.0,https://www.moxfield.com/decks/Ta08Su5JcEGKM4IO9xQLXA,Ta08Su5JcEGKM4IO9xQLXA,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,YoGM2,YdVDG,2ff15389-10a1-49d7-b1c2-d7a13e151612,c14,Commander 2014,Abyssal Persecutor,132,normal,4.0,3,Creature — Demon,"Flying, trample
You can't win the game and your opponents can't lose the game.",{2}{B}{B},['B'],[],['B'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'legal'}",2015,False,False,False,True,False,False,mythic,black,False,en,False,True,False,"{'usd': 1.57, 'eur': 1.27, 'tix': 0.03, 'ck': 2.79, 'lastUpdatedAtUtc': '2024-11-02T10:50:10.406Z', 'ck_buy': 0.95, 'csi': 2.49, 'csi_buy': 0.75, 'ct': 1.2, 'scg': 2.49, 'scg_buy': 0.5}",[],Chippy,[],https://www.cardhoarder.com/cards/54817?affiliate_id=moxfield&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,mtg/commander-2014/abyssal-persecutor,https://www.cardmarket.com/en/Magic/Products/Singles/Commander-2014/Abyssal-Persecutor?referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://tcgplayer.pxf.io/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F94294%3Fpage%3D1,False,2014-11-07,5606.0,[389422],270590.0,54817.0,94294.0,196921.0,True,commander,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Abyssal+Persecutor,False,132496831,https://www.cardtrader.com/cards/11228,False,SGL-MTG-C14-132-ENN,https://starcitygames.com/abyssal-persecutor-sgl-mtg-c14-132-enn/,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,His slaves crave death more than they desire freedom. He denies them both.,6,6,,,,
YNl0z,Sworn to Darkness (Commander 2014 Precon Decklist),commanderPrecons,21.0,6134.0,0.0,https://www.moxfield.com/decks/Ta08Su5JcEGKM4IO9xQLXA,Ta08Su5JcEGKM4IO9xQLXA,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,E1a8a,YM2wV,90b217bf-9a62-4239-be24-e23c106b8212,c14,Commander 2014,Black Sun's Zenith,136,normal,2.0,4,Sorcery,Put X -1/-1 counters on each creature. Shuffle Black Sun's Zenith into its owner's library.,{X}{B}{B},['B'],[],['B'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'legal'}",2015,False,False,False,True,False,False,rare,black,False,en,False,True,False,"{'usd': 2.44, 'eur': 1.43, 'tix': 0.14, 'ck': 1.49, 'lastUpdatedAtUtc': '2024-11-02T10:50:10.406Z', 'ck_buy': 0.19, 'csi': 2.99, 'csi_buy': 0.75, 'ct': 0.94, 'scg': 2.49, 'scg_buy': 0.25}",[],Daniel Ljunggren,[],https://www.cardhoarder.com/cards/54913?affiliate_id=moxfield&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,mtg/commander-2014/black-suns-zenith,https://www.cardmarket.com/en/Magic/Products/Singles/Commander-2014/Black-Sun-s-Zenith?referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://tcgplayer.pxf.io/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F94298%3Fpage%3D1,False,2014-11-07,2137.0,[389442],270594.0,54913.0,94298.0,196926.0,True,commander,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Black+Sun%27s+Zenith,False,132309615,https://www.cardtrader.com/cards/11224,False,SGL-MTG-C14-136-ENN,https://starcitygames.com/black-suns-zenith-sgl-mtg-c14-136-enn/,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Under the suns, Mirrodin kneels and begs us for perfection.""
—Geth, Lord of the Vault",,,,,,
YNl0z,Sworn to Darkness (Commander 2014 Precon Decklist),commanderPrecons,21.0,6134.0,0.0,https://www.moxfield.com/decks/Ta08Su5JcEGKM4IO9xQLXA,Ta08Su5JcEGKM4IO9xQLXA,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,YMmed,Yxl0Q,0ac2a3ab-a221-47a7-b1c1-a9306fa48b0c,c14,Commander 2014,Bojuka Bog,285,normal,0.0,8,Land,"Bojuka Bog enters tapped.
When Bojuka Bog enters, exile target player's graveyard.
{T}: Add {B}.",,[],[],['B'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'legal'}",2015,False,False,False,True,False,False,common,black,False,en,False,True,True,"{'usd': 1.32, 'eur': 1.1, 'tix': 1.08, 'ck': 2.49, 'lastUpdatedAtUtc': '2024-11-02T10:50:10.406Z', 'ck_buy': 1.15, 'ck_buy_qty': 15, 'csi': 1.99, 'csi_buy': 0.5, 'csi_buy_qty': 20, 'ct': 1.36, 'scg': 1.99, 'scg_qty': 0, 'scg_buy': 0.25}",[],Howard Lyon,[],https://www.cardhoarder.com/cards/54769?affiliate_id=moxfield&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,mtg/commander-2014/bojuka-bog,https://www.cardmarket.com/en/Magic/Products/Singles/Commander-2014/Bojuka-Bog?referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://tcgplayer.pxf.io/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F94448%3Fpage%3D1,False,2014-11-07,31.0,[389446],270745.0,54769.0,94448.0,196989.0,True,commander,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Bojuka+Bog,False,106493060,https://www.cardtrader.com/cards/11075,False,SGL-MTG-C14-285-ENN,https://starcitygames.com/bojuka-bog-sgl-mtg-c14-285-enn/,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YNl0z,Sworn to Darkness (Commander 2014 Precon Decklist),commanderPrecons,21.0,6134.0,0.0,https://www.moxfield.com/decks/Ta08Su5JcEGKM4IO9xQLXA,Ta08Su5JcEGKM4IO9xQLXA,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,LwGMn,EgyP5,6a2e1d4a-8df4-472f-a98f-d6b71c1dd1c4,c14,Commander 2014,Bloodgift Demon,137,normal,5.0,3,Creature — Demon,"Flying
At the beginning of your upkeep, target player draws a card and loses 1 life.",{3}{B}{B},['B'],[],['B'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,False,True,False,False,rare,black,False,en,False,True,False,"{'usd': 1.46, 'eur': 0.94, 'tix': 0.07, 'ck': 3.99, 'lastUpdatedAtUtc': '2024-11-02T10:50:10.406Z', 'ck_buy': 1.0, 'csi': 2.49, 'csi_buy': 0.75, 'ct': 1.54, 'scg': 1.99, 'scg_buy': 0.25}",[],Peter Mohrbacher,[],https://www.cardhoarder.com/cards/54979?affiliate_id=moxfield&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,mtg/commander-2014/bloodgift-demon,https://www.cardmarket.com/en/Magic/Products/Singles/Commander-2014/Bloodgift-Demon?referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://tcgplayer.pxf.io/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F94299%3Fpage%3D1,False,2014-11-07,2606.0,[389444],270595.0,54979.0,94299.0,196927.0,True,commander,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Bloodgift+Demon,False,132496833,https://www.cardtrader.com/cards/11223,False,SGL-MTG-C14-137-ENN,https://starcitygames.com/bloodgift-demon-sgl-mtg-c14-137-enn/,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,He relishes the devotion of his Skirsdag puppets and their belief that it will earn them immortality.,5,4,,,,
YNl0z,Sworn to Darkness (Commander 2014 Precon Decklist),commanderPrecons,21.0,6134.0,0.0,https://www.moxfield.com/decks/Ta08Su5JcEGKM4IO9xQLXA,Ta08Su5JcEGKM4IO9xQLXA,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,EZ4XV,YMrVw,d2a766a1-8382-4dc7-aba8-ebc325f7e61f,c14,Commander 2014,Bad Moon,135,normal,2.0,7,Enchantment,Black creatures get +1/+1.,{1}{B},['B'],[],['B'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}",2015,False,False,False,True,False,False,rare,black,False,en,False,True,False,"{'usd': 1.35, 'eur': 1.58, 'tix': 0.25, 'ck': 3.99, 'lastUpdatedAtUtc': '2024-11-02T10:50:10.406Z', 'ck_buy': 1.0, 'csi': 2.25, 'csi_buy': 0.5, 'ct': 1.62, 'scg': 2.49, 'scg_buy': 0.5}",[],Gary Leach,[],https://www.cardhoarder.com/cards/54659?affiliate_id=moxfield&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,mtg/commander-2014/bad-moon,https://www.cardmarket.com/en/Magic/Products/Singles/Commander-2014/Bad-Moon?referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://tcgplayer.pxf.io/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F94297%3Fpage%3D1,False,2014-11-07,6233.0,[389436],270593.0,54659.0,94297.0,196925.0,True,commander,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Bad+Moon,False,132496836,https://www.cardtrader.com/cards/11225,False,SGL-MTG-C14-135-ENN,https://starcitygames.com/bad-moon-sgl-mtg-c14-135-enn/,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YNl0z,Sworn to Darkness (Commander 2014 Precon Decklist),commanderPrecons,21.0,6134.0,0.0,https://www.moxfield.com/decks/Ta08Su5JcEGKM4IO9xQLXA,Ta08Su5JcEGKM4IO9xQLXA,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,LGxN5,YxmdV,35055620-0f04-4b71-b35c-ac9fc9e637fa,c14,Commander 2014,Butcher of Malakir,138,normal,7.0,3,Creature — Vampire Warrior,"Flying
Whenever Butcher of Malakir or another creature you control dies, each opponent sacrifices a creature.",{5}{B}{B},['B'],[],['B'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'legal'}",2015,False,False,False,True,False,False,rare,black,False,en,False,True,False,"{'usd': 0.35, 'eur': 0.27, 'tix': 0.11, 'ck': 0.79, 'lastUpdatedAtUtc': '2024-11-02T10:50:10.406Z', 'ck_buy': 0.08, 'csi': 0.75, 'csi_buy': 0.0, 'ct': 0.46, 'scg': 0.75, 'scg_buy': 0.08}",[],Jason Chan,[],https://www.cardhoarder.com/cards/54825?affiliate_id=moxfield&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,mtg/commander-2014/butcher-of-malakir,https://www.cardmarket.com/en/Magic/Products/Singles/Commander-2014/Butcher-of-Malakir?referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://tcgplayer.pxf.io/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F94300%3Fpage%3D1,False,2014-11-07,850.0,[389455],270596.0,54825.0,94300.0,196929.0,True,commander,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Butcher+of+Malakir,False,132496851,https://www.cardtrader.com/cards/11222,False,SGL-MTG-C14-138-ENN,https://starcitygames.com/butcher-of-malakir-sgl-mtg-c14-138-enn/,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,His verdict is always guilty. His sentence is always death.,5,4,,,,
YNl0z,Sworn to Darkness (Commander 2014 Precon Decklist),commanderPrecons,21.0,6134.0,0.0,https://www.moxfield.com/decks/Ta08Su5JcEGKM4IO9xQLXA,Ta08Su5JcEGKM4IO9xQLXA,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,kqGMy,EZN6V,d8f71a69-85c3-4233-ab3f-04731c81d4f5,c14,Commander 2014,Burnished Hart,232,normal,3.0,3,Artifact Creature — Elk,"{3}, Sacrifice Burnished Hart: Search your library for up to two basic land cards, put them onto the battlefield tapped, then shuffle.",{3},[],[],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'restricted', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,False,True,False,False,uncommon,black,False,en,False,True,True,"{'usd': 0.15, 'eur': 0.08, 'tix': 0.12, 'ck': 0.49, 'lastUpdatedAtUtc': '2024-11-02T10:50:10.406Z', 'ck_buy': 0.1, 'ck_buy_qty': 11, 'csi': 0.49, 'csi_buy': 0.0, 'csi_buy_qty': 0, 'ct': 0.35, 'scg': 0.29, 'scg_qty': 0, 'scg_buy': 0.005}",[],Yeong-Hao Han,[],https://www.cardhoarder.com/cards/55077?affiliate_id=moxfield&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,mtg/commander-2014/burnished-hart,https://www.cardmarket.com/en/Magic/Products/Singles/Commander-2014/Burnished-Hart?referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://tcgplayer.pxf.io/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F94402%3Fpage%3D1,False,2014-11-07,244.0,[389454],270699.0,55077.0,94402.0,196791.0,True,commander,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Burnished+Hart,False,132496848,https://www.cardtrader.com/cards/11128,False,SGL-MTG-C14-232-ENN,https://starcitygames.com/burnished-hart-sgl-mtg-c14-232-enn/,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forged by divine hands to wander mortal realms.,2,2,,,,
