id,name,format,likeCount,viewCount,commentCount,publicUrl,publicId,quantity,boardType,finish,isFoil,isAlter,isProxy,useCmcOverride,useManaCostOverride,useColorIdentityOverride,excludedFromColor,info.id,info.uniqueCardId,info.scryfall_id,info.set,info.set_name,info.name,info.cn,info.layout,info.cmc,info.type,info.type_line,info.oracle_text,info.mana_cost,info.power,info.toughness,info.colors,info.color_indicator,info.color_identity,info.legalities,info.frame,info.reserved,info.digital,info.foil,info.nonfoil,info.etched,info.glossy,info.rarity,info.border_color,info.colorshifted,info.flavor_text,info.lang,info.latest,info.has_multiple_editions,info.has_arena_legal,info.prices,info.card_faces,info.artist,info.promo_types,info.cardHoarderUrl,info.cardMarketUrl,info.tcgPlayerUrl,info.isArenaLegal,info.released_at,info.edhrec_rank,info.mtgo_id,info.reprint,info.set_type,info.acorn,info.image_seq,info.content_warning,info.isToken,info.defaultFinish,description,power,toughness,visibility,areCommentsEnabled,isShared,authorsCanEdit,createdByUser,authors,requestedAuthors,main,mainboardCount,mainboard,uniqueCardId,scryfall_id,set,set_name,cn,layout,cmc,type,type_line,oracle_text,mana_cost,colors,color_indicator,color_identity,legalities,frame,reserved,digital,foil,nonfoil,etched,glossy,rarity,border_color,colorshifted,flavor_text,lang,latest,has_multiple_editions,has_arena_legal,prices,card_faces,artist,promo_types,cardHoarderUrl,cardKingdomUrl,cardMarketUrl,tcgPlayerUrl,isArenaLegal,released_at,edhrec_rank,multiverse_ids,mtgo_id,tcgplayer_id,cardmarket_id,coolStuffIncFoilUrl,cardkingdom_foil_id,cardKingdomFoilUrl,cardkingdom_id,reprint,set_type,coolStuffIncUrl,acorn,image_seq,cardTraderUrl,cardTraderFoilUrl,cardTraderEtchedUrl,content_warning,starcitygames_sku,starcitygames_url,starcitygames_foil_sku,starcitygames_foil_url,starcitygames_etched_sku,starcitygames_etched_url,arena_id,loyalty,meld_part,meld_result,cardkingdom_etched_id,cardKingdomEtchedUrl,frame_effects,isToken,defaultFinish,isPauperCommander,isCovered,manapool_url,allRaritiesMask,isTemporary,flavor_name,info.frame_effects,Deck Section,info.coolStuffIncUrl,info.coolStuffIncFoilUrl,info.cardTraderUrl,info.cardTraderFoilUrl,info.arena_id,info.multiverse_ids,info.cardKingdomFoilUrl,info.cardmarket_id,info.tcgplayer_id,info.cardkingdom_foil_id,info.starcitygames_foil_sku,info.starcitygames_foil_url
gGJw9,Deathdancer Xira (Magic Online Theme Deck Precon Decklist),commanderPrecons,9.0,4258.0,0.0,https://www.moxfield.com/decks/OWpCFVoDUk2nEGovF_iA0Q,OWpCFVoDUk2nEGovF_iA0Q,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,L3W63,ErPg7,5126e62b-21e7-4135-b08e-4d12176bd815,td0,Magic Online Theme Decks,Abyssal Gatekeeper,A34,normal,2.0,3,Creature — Horror,"When Abyssal Gatekeeper dies, each player sacrifices a creature.",{1}{B},1,1,['B'],[],['B'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}",1997,False,True,False,True,False,False,common,black,False,"""There are two ways for me to pass this gate. One involves you remaining conscious.""
—Gerrard of the *Weatherlight*",en,False,True,False,"{'tix': 0.04, 'lastUpdatedAtUtc': '2024-11-02T10:50:10.406Z'}",[],Mark Tedin,[],https://www.cardhoarder.com/cards/33154?affiliate_id=moxfield&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Abyssal+Gatekeeper&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://tcgplayer.pxf.io/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fsearch%2Fmagic%2Fproduct%3FproductLineName%3Dmagic%26q%3DAbyssal%2BGatekeeper%26view%3Dgrid,False,2010-11-08,9647.0,33154.0,True,box,False,132527150,False,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gGJw9,Deathdancer Xira (Magic Online Theme Deck Precon Decklist),commanderPrecons,9.0,4258.0,0.0,https://www.moxfield.com/decks/OWpCFVoDUk2nEGovF_iA0Q,OWpCFVoDUk2nEGovF_iA0Q,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,YvNjV,Lw1DQ,3dab0f07-7e29-433d-963a-c2378280940e,td0,Magic Online Theme Decks,Anger,A54,normal,4.0,3,Creature — Incarnation,"Haste
As long as Anger is in your graveyard and you control a Mountain, creatures you control have haste.",{3}{R},2,2,['R'],[],['R'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'restricted', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}",1997,False,True,False,True,False,False,uncommon,black,False,"""For its time as a mortal, Anger chose a shell of boiling rock.""
—Scroll of Beginnings",en,False,True,False,"{'tix': 0.13, 'lastUpdatedAtUtc': '2024-11-02T10:50:10.406Z'}",[],John Avon,[],https://www.cardhoarder.com/cards/33304?affiliate_id=moxfield&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Anger&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://tcgplayer.pxf.io/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fsearch%2Fmagic%2Fproduct%3FproductLineName%3Dmagic%26q%3DAnger%26view%3Dgrid,False,2010-11-08,435.0,33304.0,True,box,False,127685480,False,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['tombstone'],,,,,,,,,,,,,
gGJw9,Deathdancer Xira (Magic Online Theme Deck Precon Decklist),commanderPrecons,9.0,4258.0,0.0,https://www.moxfield.com/decks/OWpCFVoDUk2nEGovF_iA0Q,OWpCFVoDUk2nEGovF_iA0Q,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,Y8JQw,kpxN0,d39f6116-e685-43d1-9f6b-e7767f90398c,td0,Magic Online Theme Decks,Animate Dead,A36,normal,2.0,7,Enchantment — Aura,"Enchant creature card in a graveyard
When Animate Dead enters, if it's on the battlefield, it loses ""enchant creature card in a graveyard"" and gains ""enchant creature put onto the battlefield with Animate Dead."" Return enchanted creature card to the battlefield under your control and attach Animate Dead to it. When Animate Dead leaves the battlefield, that creature's controller sacrifices it.
Enchanted creature gets -1/-0.",{1}{B},,,['B'],[],['B'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}",1997,False,True,False,True,False,False,uncommon,black,False,,en,False,True,False,"{'tix': 1.79, 'lastUpdatedAtUtc': '2024-11-02T10:50:10.406Z'}",[],Anson Maddocks,[],https://www.cardhoarder.com/cards/33120?affiliate_id=moxfield&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Animate+Dead&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://tcgplayer.pxf.io/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fsearch%2Fmagic%2Fproduct%3FproductLineName%3Dmagic%26q%3DAnimate%2BDead%26view%3Dgrid,False,2010-11-08,211.0,33120.0,True,box,False,131784570,False,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gGJw9,Deathdancer Xira (Magic Online Theme Deck Precon Decklist),commanderPrecons,9.0,4258.0,0.0,https://www.moxfield.com/decks/OWpCFVoDUk2nEGovF_iA0Q,OWpCFVoDUk2nEGovF_iA0Q,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,LzNl6,Y26xX,50e504f2-eced-4d38-9741-4d9f2cf9d51d,td0,Magic Online Theme Decks,All Hallow's Eve,A35,normal,4.0,4,Sorcery,"Exile All Hallow's Eve with two scream counters on it.
At the beginning of your upkeep, if All Hallow's Eve is exiled with a scream counter on it, remove a scream counter from it. If there are no more scream counters on it, put it into your graveyard and each player returns all creature cards from their graveyard to the battlefield.",{2}{B}{B},,,['B'],[],['B'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'legal'}",1997,True,True,False,True,False,False,rare,black,False,,en,True,True,False,"{'tix': 0.03, 'lastUpdatedAtUtc': '2024-11-02T10:50:10.406Z'}",[],Christopher Rush,[],https://www.cardhoarder.com/cards/33168?affiliate_id=moxfield&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=All+Hallow%27s+Eve&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://tcgplayer.pxf.io/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fsearch%2Fmagic%2Fproduct%3FproductLineName%3Dmagic%26q%3DAll%2BHallow%2527s%2BEve%26view%3Dgrid,False,2010-11-08,18677.0,33168.0,True,box,False,132527147,False,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gGJw9,Deathdancer Xira (Magic Online Theme Deck Precon Decklist),commanderPrecons,9.0,4258.0,0.0,https://www.moxfield.com/decks/OWpCFVoDUk2nEGovF_iA0Q,OWpCFVoDUk2nEGovF_iA0Q,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,YBo3P,kpzMB,671ae43a-80a0-4114-88fd-f66d65b12f53,td0,Magic Online Theme Decks,Anarchist,A52,normal,5.0,3,Creature — Human Wizard,"When Anarchist enters, you may return target sorcery card from your graveyard to your hand.",{4}{R},2,2,['R'],[],['R'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}",1997,False,True,False,True,False,False,common,black,False,"""I'll take that. You won't need it when the revolution comes.""",en,False,True,False,"{'tix': 0.06, 'lastUpdatedAtUtc': '2024-11-02T10:50:10.406Z'}",[],Brom,[],https://www.cardhoarder.com/cards/33178?affiliate_id=moxfield&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Anarchist&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://tcgplayer.pxf.io/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fsearch%2Fmagic%2Fproduct%3FproductLineName%3Dmagic%26q%3DAnarchist%26view%3Dgrid,False,2010-11-08,17447.0,33178.0,True,box,False,132527146,False,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gGJw9,Deathdancer Xira (Magic Online Theme Deck Precon Decklist),commanderPrecons,9.0,4258.0,0.0,https://www.moxfield.com/decks/OWpCFVoDUk2nEGovF_iA0Q,OWpCFVoDUk2nEGovF_iA0Q,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,kOvV0,LRWjv,2a260426-7c01-496f-a0fb-42630b87270a,td0,Magic Online Theme Decks,Ashes to Ashes,A37,normal,3.0,4,Sorcery,Exile two target nonartifact creatures. Ashes to Ashes deals 5 damage to you.,{1}{B}{B},,,['B'],[],['B'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}",1997,False,True,False,True,False,False,uncommon,black,False,"""All rivers eventually run to the sea. My job is to sort out who goes first.""
—Maeveen O'Donagh, *Memoirs of a Soldier*",en,True,True,False,"{'tix': 0.33, 'lastUpdatedAtUtc': '2024-11-02T10:50:10.406Z'}",[],Drew Tucker,[],https://www.cardhoarder.com/cards/33142?affiliate_id=moxfield&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Ashes+to+Ashes&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://tcgplayer.pxf.io/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fsearch%2Fmagic%2Fproduct%3FproductLineName%3Dmagic%26q%3DAshes%2Bto%2BAshes%26view%3Dgrid,False,2010-11-08,11866.0,33142.0,True,box,False,132527159,False,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gGJw9,Deathdancer Xira (Magic Online Theme Deck Precon Decklist),commanderPrecons,9.0,4258.0,0.0,https://www.moxfield.com/decks/OWpCFVoDUk2nEGovF_iA0Q,OWpCFVoDUk2nEGovF_iA0Q,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,E1KBz,LzzBm,dd0cb159-414f-477f-b511-30ec4282af16,td0,Magic Online Theme Decks,Avatar of Woe,A38,normal,8.0,3,Creature — Avatar,"If there are ten or more creature cards total in all graveyards, this spell costs {6} less to cast.
Fear (This creature can't be blocked except by artifact creatures and/or black creatures.)
{T}: Destroy target creature. It can't be regenerated.",{6}{B}{B},6,5,['B'],[],['B'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}",1997,False,True,False,True,False,False,rare,black,False,,en,False,True,False,"{'tix': 0.03, 'lastUpdatedAtUtc': '2024-11-02T10:50:10.406Z'}",[],rk post,[],https://www.cardhoarder.com/cards/33254?affiliate_id=moxfield&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Avatar+of+Woe&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://tcgplayer.pxf.io/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fsearch%2Fmagic%2Fproduct%3FproductLineName%3Dmagic%26q%3DAvatar%2Bof%2BWoe%26view%3Dgrid,False,2010-11-08,4578.0,33254.0,True,box,False,132527157,False,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gGJw9,Deathdancer Xira (Magic Online Theme Deck Precon Decklist),commanderPrecons,9.0,4258.0,0.0,https://www.moxfield.com/decks/OWpCFVoDUk2nEGovF_iA0Q,OWpCFVoDUk2nEGovF_iA0Q,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,kaxWK,Lzdna,aeeb3ac4-e762-4c6d-93d9-7ab8b5e105f5,td0,Magic Online Theme Decks,Ancient Grudge,A53,normal,2.0,5,Instant,"Destroy target artifact.
Flashback {G} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",{1}{R},,,['R'],[],"['G', 'R']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'legal'}",2003,False,True,False,True,False,False,common,black,False,The time rifts remind Yavimaya of the enemies of its past and provide fresh fuel for its fires.,en,False,True,True,"{'tix': 0.42, 'lastUpdatedAtUtc': '2024-11-02T10:50:10.406Z'}",[],Jim Nelson,[],https://www.cardhoarder.com/cards/33426?affiliate_id=moxfield&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Ancient+Grudge&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://tcgplayer.pxf.io/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fsearch%2Fmagic%2Fproduct%3FproductLineName%3Dmagic%26q%3DAncient%2BGrudge%26view%3Dgrid,False,2010-11-08,6191.0,33426.0,True,box,False,132341275,False,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gGJw9,Deathdancer Xira (Magic Online Theme Deck Precon Decklist),commanderPrecons,9.0,4258.0,0.0,https://www.moxfield.com/decks/OWpCFVoDUk2nEGovF_iA0Q,OWpCFVoDUk2nEGovF_iA0Q,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,LRz4v,kqjy2,1b1e9fd4-45fb-451f-9410-a318ff8bf69e,td0,Magic Online Theme Decks,Brawn,A63,normal,4.0,3,Creature — Incarnation,"Trample
As long as Brawn is in your graveyard and you control a Forest, creatures you control have trample.",{3}{G},3,3,['G'],[],['G'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'restricted', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}",1997,False,True,False,True,False,False,uncommon,black,False,"""'I have arrived,' bellowed Brawn, and the plane shuddered.""
—Scroll of Beginnings",en,False,True,False,"{'tix': 0.06, 'lastUpdatedAtUtc': '2024-11-02T10:50:10.406Z'}",[],Matt Cavotta,[],https://www.cardhoarder.com/cards/33306?affiliate_id=moxfield&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Brawn&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://tcgplayer.pxf.io/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fsearch%2Fmagic%2Fproduct%3FproductLineName%3Dmagic%26q%3DBrawn%26view%3Dgrid,False,2010-11-08,1996.0,33306.0,True,box,False,132341280,False,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['tombstone'],,,,,,,,,,,,,
gGJw9,Deathdancer Xira (Magic Online Theme Deck Precon Decklist),commanderPrecons,9.0,4258.0,0.0,https://www.moxfield.com/decks/OWpCFVoDUk2nEGovF_iA0Q,OWpCFVoDUk2nEGovF_iA0Q,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,kp68p,EWN8x,b02a1f13-5259-49cc-af3f-6b53786ccc75,td0,Magic Online Theme Decks,Barren Moor,A123,normal,0.0,8,Land,"Barren Moor enters tapped.
{T}: Add {B}.
Cycling {B} ({B}, Discard this card: Draw a card.)",,,,[],[],['B'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}",1997,False,True,False,True,False,False,common,black,False,,en,False,True,True,"{'tix': 0.07, 'lastUpdatedAtUtc': '2024-11-02T10:50:10.406Z'}",[],Heather Hudson,[],https://www.cardhoarder.com/cards/33316?affiliate_id=moxfield&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Barren+Moor&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://tcgplayer.pxf.io/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fsearch%2Fmagic%2Fproduct%3FproductLineName%3Dmagic%26q%3DBarren%2BMoor%26view%3Dgrid,False,2010-11-08,732.0,33316.0,True,box,False,131784584,False,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
