id,name,format,likeCount,viewCount,commentCount,publicUrl,publicId,quantity,boardType,finish,isFoil,isAlter,isProxy,useCmcOverride,useManaCostOverride,useColorIdentityOverride,excludedFromColor,info.id,info.uniqueCardId,info.scryfall_id,info.set,info.set_name,info.name,info.cn,info.layout,info.cmc,info.type,info.type_line,info.mana_cost,info.power,info.toughness,info.colors,info.color_indicator,info.color_identity,info.legalities,info.frame,info.reserved,info.digital,info.foil,info.nonfoil,info.etched,info.glossy,info.rarity,info.border_color,info.colorshifted,info.lang,info.latest,info.has_multiple_editions,info.has_arena_legal,info.prices,info.card_faces,info.artist,info.promo_types,info.cardHoarderUrl,info.cardMarketUrl,info.tcgPlayerUrl,info.isArenaLegal,info.released_at,info.edhrec_rank,info.cardmarket_id,info.tcgplayer_id,info.reprint,info.set_type,info.coolStuffIncUrl,info.acorn,info.image_seq,info.content_warning,info.isPauperCommander,info.isCovered,info.allRaritiesMask,info.isToken,info.defaultFinish,description,power,toughness,visibility,areCommentsEnabled,isShared,authorsCanEdit,createdByUser,authors,requestedAuthors,main,mainboardCount,mainboard,uniqueCardId,scryfall_id,set,set_name,cn,layout,cmc,type,type_line,oracle_text,mana_cost,colors,color_indicator,color_identity,legalities,frame,reserved,digital,foil,nonfoil,etched,glossy,rarity,border_color,colorshifted,flavor_text,lang,latest,has_multiple_editions,has_arena_legal,prices,card_faces,artist,promo_types,cardHoarderUrl,cardKingdomUrl,cardMarketUrl,tcgPlayerUrl,isArenaLegal,released_at,edhrec_rank,multiverse_ids,mtgo_id,tcgplayer_id,cardmarket_id,coolStuffIncFoilUrl,cardkingdom_foil_id,cardKingdomFoilUrl,cardkingdom_id,reprint,set_type,coolStuffIncUrl,acorn,image_seq,cardTraderUrl,cardTraderFoilUrl,cardTraderEtchedUrl,content_warning,starcitygames_sku,starcitygames_url,starcitygames_foil_sku,starcitygames_foil_url,starcitygames_etched_sku,starcitygames_etched_url,arena_id,loyalty,meld_part,meld_result,cardkingdom_etched_id,cardKingdomEtchedUrl,frame_effects,isToken,defaultFinish,isPauperCommander,isCovered,manapool_url,allRaritiesMask,isTemporary,flavor_name,info.oracle_text,info.frame_effects,info.coolStuffIncFoilUrl,info.flavor_text,Deck Section,info.manapool_url,info.starcitygames_sku,info.starcitygames_url,info.cardKingdomUrl,info.multiverse_ids,info.mtgo_id,info.cardkingdom_id
vzPRrq,Silverquill Influence (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,121.0,34278.0,5.0,https://moxfield.com/decks/zQLesJzHJEyCaNMw-GUT7w,zQLesJzHJEyCaNMw-GUT7w,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,AJZ0D,LK1nz,09d1f048-f411-4677-a0dc-dbddd06fe694,soc,Secrets of Strixhaven Commander,Eiganjo Dynastorian // Replenish,13,adventure,3.0,3,Creature — Fox Advisor // Sorcery,{2}{W} // {3}{W},2,3,['W'],[],['W'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,False,True,False,"{'usd': 20.0, 'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z', 'csi': 0.0, 'csi_buy': 0.0, 'csi_buy_qty': 0}","[{'id': 'kOJem', 'name': 'Eiganjo Dynastorian', 'mana_cost': '{2}{W}', 'type_line': 'Creature — Fox Advisor', 'oracle_text': ""Vigilance\nWhenever you attack with two or more creatures, this creature becomes prepared. (While it's prepared, you may cast a copy of its spell. Doing so unprepares it.)"", 'colors': [], 'color_indicator': [], 'power': '2', 'toughness': '3', 'image_seq': 290295581}, {'id': 'E1X3x', 'name': 'Replenish', 'mana_cost': '{3}{W}', 'type_line': 'Sorcery', 'oracle_text': 'Return all enchantment cards from your graveyard to the battlefield.', 'colors': [], 'color_indicator': [], 'image_seq': 290295583}]",Aldo Domínguez,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Eiganjo+Dynastorian&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products?idProduct=880742&referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F686539%3Fpage%3D1,False,2026-04-24,30693.0,880742.0,686539.0,False,commander,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Eiganjo+Dynastorian,False,290861131,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vzPRrq,Silverquill Influence (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,121.0,34278.0,5.0,https://moxfield.com/decks/zQLesJzHJEyCaNMw-GUT7w,zQLesJzHJEyCaNMw-GUT7w,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,40Zq7,EP178,d60c64aa-57a9-4082-82f4-af0d89c1a52d,soc,Secrets of Strixhaven Commander,Intermediate Chirography,26,normal,2.0,7,Enchantment — Class,{1}{B},,,['B'],[],['B'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,False,False,"{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z', 'csi': 0.0, 'csi_buy': 0.0, 'csi_buy_qty': 0}",[],Randy Gallegos,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Intermediate+Chirography&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Intermediate+Chirography&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687346%3Fpage%3D1,False,2026-04-24,,,687346.0,False,commander,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Intermediate+Chirography,False,290861251,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Gain the next level as a sorcery to add its ability.)
When this Class enters, create a 2/1 white and black Inkling creature token with flying.
{1}{B}: Level 2
Whenever you lose life for the first time each turn, put a +1/+1 counter on target creature you control.
{2}{B}: Level 3
At the beginning of each end step, if a modified creature died under your control this turn, create a 2/1 white and black Inkling creature token with flying. (Equipment, Auras you control, and counters are modifications.)",['enchantment'],,,,,,,,,,
vzPRrq,Silverquill Influence (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,121.0,34278.0,5.0,https://moxfield.com/decks/zQLesJzHJEyCaNMw-GUT7w,zQLesJzHJEyCaNMw-GUT7w,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,Oxmbo,kyK3N,c133a860-7b8d-485d-b9a2-bf8ae3a68f47,soc,Secrets of Strixhaven Commander,"Scriv, the Obligator",9,normal,4.0,3,Legendary Creature — Inkling Bird,{2}{W}{B},2,3,"['B', 'W']",[],"['B', 'W']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,mythic,black,False,en,True,False,False,"{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z', 'csi': 0.0, 'csi_foil': 0.0, 'csi_buy': 0.0, 'csi_buy_foil': 0.0, 'csi_buy_qty': 0, 'csi_buy_foil_qty': 0}",[],Brian Valeza,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Scriv%2C+the+Obligator&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Scriv%2C+the+Obligator&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687522%3Fpage%3D1,False,2026-04-24,,,687522.0,False,commander,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Scriv%2C+the+Obligator,False,290861429,False,False,True,8,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flying, deathtouch
Whenever Scriv enters or attacks, create a white Aura enchantment token named Contract attached to target creature an opponent controls. The token has enchant creature and ""Whenever enchanted creature attacks, it gets +2/+0 until end of turn if it's attacking one of your opponents. Otherwise, its controller loses 2 life.""",['legendary'],http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Scriv%2C+the+Obligator,,,,,,,,,
vzPRrq,Silverquill Influence (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,121.0,34278.0,5.0,https://moxfield.com/decks/zQLesJzHJEyCaNMw-GUT7w,zQLesJzHJEyCaNMw-GUT7w,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,e6Kl1,EP17R,d890999a-dcc7-479e-b0f0-60388c737043,soc,Secrets of Strixhaven Commander,Eclipsed Steppe,53,normal,0.0,8,Land — Plains Swamp,,,,[],[],"['B', 'W']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,False,False,{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'},[],Leon Tukker,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Eclipsed+Steppe&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Eclipsed+Steppe&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687595%3Fpage%3D1,False,2026-04-24,,,687595.0,False,commander,,False,290861133,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"({T}: Add {W} or {B}.)
This land enters tapped unless you control two or more basic lands.",,,The Arch Obscura never appears for the same eyes twice. Those who bear witness either find peace in their own insignificance or dread in the unnatural twilight.,,,,,,,,
vzPRrq,Silverquill Influence (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,121.0,34278.0,5.0,https://moxfield.com/decks/zQLesJzHJEyCaNMw-GUT7w,zQLesJzHJEyCaNMw-GUT7w,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,qxlje,ErpVb,15848965-01a8-48bf-aa61-8a753339c761,soc,Secrets of Strixhaven Commander,Umbral Expanse,60,normal,0.0,8,Land — Plains Swamp,,,,[],[],"['B', 'W']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,False,False,{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'},[],Florian Herold,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Umbral+Expanse&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Umbral+Expanse&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687606%3Fpage%3D1,False,2026-04-24,,,687606.0,False,commander,,False,290861542,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"({T}: Add {W} or {B}.)
This land enters tapped.
Cycling {2} ({2}, Discard this card: Draw a card.)",,,"A neglected corner of the Adumbral Gardens, used by pages and diplomats seeking solitude for reflection and intrigue.",,,,,,,,
vzPRrq,Silverquill Influence (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,121.0,34278.0,5.0,https://moxfield.com/decks/zQLesJzHJEyCaNMw-GUT7w,zQLesJzHJEyCaNMw-GUT7w,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,gdWlp,E5VG2,1c2fcf3e-63ce-45bd-afc4-2c11f54c70c4,soc,Secrets of Strixhaven Commander,Forum Filibuster,14,normal,5.0,7,Enchantment,{3}{W}{W},,,['W'],[],['W'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,False,False,"{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z', 'csi': 0.0, 'csi_buy': 0.0, 'csi_buy_qty': 0}",[],Inkognit,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Forum+Filibuster&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Forum+Filibuster&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F686930%3Fpage%3D1,False,2026-04-24,,,686930.0,False,commander,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Forum+Filibuster+,False,290861195,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"At the beginning of your upkeep, create a 2/1 white and black Inkling creature token with flying. When you do, return up to one target Aura or Equipment card from your graveyard to the battlefield attached to that token.",['enchantment'],,"""If they will not listen to reason, drown them in nonsense.""
—Embrose, dean of shadow",,,,,,,,
vzPRrq,Silverquill Influence (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,121.0,34278.0,5.0,https://moxfield.com/decks/zQLesJzHJEyCaNMw-GUT7w,zQLesJzHJEyCaNMw-GUT7w,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,KWnzd,YjpAl,f98ca390-d2ea-41c8-93ed-57fcd22737d8,soc,Secrets of Strixhaven Commander,Coercive Impetus,24,normal,3.0,7,Enchantment — Aura,{2}{B},,,['B'],[],['B'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,False,False,"{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z', 'csi': 0.0, 'csi_buy': 0.0, 'csi_buy_qty': 0}",[],Kieran Yanner,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Coercive+Impetus&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Coercive+Impetus&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687339%3Fpage%3D1,False,2026-04-24,,,687339.0,False,commander,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Coercive+Impetus,False,290861071,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Enchant creature
Enchanted creature gets +1/+1 and is goaded. (It attacks each combat if able and attacks a player other than you if able.)
Whenever enchanted creature attacks, you draw a card and lose 1 life.",['enchantment'],,,,,,,,,,
vzPRrq,Silverquill Influence (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,121.0,34278.0,5.0,https://moxfield.com/decks/zQLesJzHJEyCaNMw-GUT7w,zQLesJzHJEyCaNMw-GUT7w,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,yD3l4,E62Zo,5c2e30d4-98ab-46a7-87ab-1c36c43ab34a,soc,Secrets of Strixhaven Commander,Changing Loyalty,23,normal,2.0,7,Enchantment — Aura,{1}{B},,,['B'],[],['B'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,False,False,"{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z', 'csi': 0.0, 'csi_buy': 0.0, 'csi_buy_qty': 0}",[],Nino Vecia,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Changing+Loyalty&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Changing+Loyalty&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687336%3Fpage%3D1,False,2026-04-24,,,687336.0,False,commander,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Changing+Loyalty,False,290861073,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flash
Replicate {2} (When you cast this spell, copy it for each time you paid its replicate cost. You may choose new targets for the copies. Copies become tokens.)
Enchant creature
When enchanted creature dies, return it to the battlefield under your control.",['enchantment'],,,,,,,,,,
vzPRrq,Silverquill Influence (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,121.0,34278.0,5.0,https://moxfield.com/decks/zQLesJzHJEyCaNMw-GUT7w,zQLesJzHJEyCaNMw-GUT7w,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,dob38,YBM0v,da54562d-8c09-4728-bb2b-ae8d464106b8,soc,Secrets of Strixhaven Commander,Turbulent Moor,56,normal,0.0,8,Land — Plains Swamp,,,,[],[],"['B', 'W']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,False,False,{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'},[],Sergey Glushakov,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Turbulent+Moor&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Turbulent+Moor&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687599%3Fpage%3D1,False,2026-04-24,,,687599.0,False,commander,,False,290861526,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"({T}: Add {W} or {B}.)
This land enters tapped unless your opponents control eight or more lands.",,,"""Where others see melancholy, I see promise. All our kindness and cruelty make such haunting poetry.""
—Shadrix Silverquill",,,,,,,,
vzPRrq,Silverquill Influence (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,121.0,34278.0,5.0,https://moxfield.com/decks/zQLesJzHJEyCaNMw-GUT7w,zQLesJzHJEyCaNMw-GUT7w,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,mOdjr,E1PxB,c35a1c6f-1656-4619-9ab8-40044c857a7f,soc,Secrets of Strixhaven Commander,Defacing Duskmage // Vandal's Edit,45,adventure,2.0,3,Creature — Dog Warlock // Instant,{W}{B} // {1}{W}{B},2,2,"['B', 'W']",[],"['B', 'W']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,False,False,{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'},"[{'id': 'kqvex', 'name': 'Defacing Duskmage', 'mana_cost': '{W}{B}', 'type_line': 'Creature — Dog Warlock', 'oracle_text': ""Deathtouch\nWhenever an opponent draws their second card each turn, this creature becomes prepared. (While it's prepared, you may cast a copy of its spell. Doing so unprepares it.)"", 'colors': [], 'color_indicator': [], 'power': '2', 'toughness': '2', 'image_seq': 290537705}, {'id': 'Eg5ow', 'name': ""Vandal's Edit"", 'mana_cost': '{1}{W}{B}', 'type_line': 'Instant', 'oracle_text': 'Draw two cards. Each player loses 2 life.', 'colors': [], 'color_indicator': [], 'image_seq': 290537707}]",Daneen Wilkerson,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Defacing+Duskmage&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Defacing+Duskmage&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687576%3Fpage%3D1,False,2026-04-24,,,687576.0,False,commander,,False,290861121,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
