id,name,format,likeCount,viewCount,commentCount,publicUrl,publicId,quantity,boardType,finish,isFoil,isAlter,isProxy,useCmcOverride,useManaCostOverride,useColorIdentityOverride,excludedFromColor,info.id,info.uniqueCardId,info.scryfall_id,info.set,info.set_name,info.name,info.cn,info.layout,info.cmc,info.type,info.type_line,info.oracle_text,info.mana_cost,info.colors,info.color_indicator,info.color_identity,info.legalities,info.frame,info.reserved,info.digital,info.foil,info.nonfoil,info.etched,info.glossy,info.rarity,info.border_color,info.colorshifted,info.lang,info.latest,info.has_multiple_editions,info.has_arena_legal,info.prices,info.card_faces,info.artist,info.promo_types,info.cardHoarderUrl,info.cardMarketUrl,info.tcgPlayerUrl,info.isArenaLegal,info.released_at,info.edhrec_rank,info.cardmarket_id,info.tcgplayer_id,info.reprint,info.set_type,info.acorn,info.image_seq,info.content_warning,info.isPauperCommander,info.isCovered,info.allRaritiesMask,info.isToken,info.defaultFinish,description,power,toughness,visibility,areCommentsEnabled,isShared,authorsCanEdit,createdByUser,authors,requestedAuthors,main,mainboardCount,mainboard,uniqueCardId,scryfall_id,set,set_name,cn,layout,cmc,type,type_line,oracle_text,mana_cost,colors,color_indicator,color_identity,legalities,frame,reserved,digital,foil,nonfoil,etched,glossy,rarity,border_color,colorshifted,flavor_text,lang,latest,has_multiple_editions,has_arena_legal,prices,card_faces,artist,promo_types,cardHoarderUrl,cardKingdomUrl,cardMarketUrl,tcgPlayerUrl,isArenaLegal,released_at,edhrec_rank,multiverse_ids,mtgo_id,tcgplayer_id,cardmarket_id,coolStuffIncFoilUrl,cardkingdom_foil_id,cardKingdomFoilUrl,cardkingdom_id,reprint,set_type,coolStuffIncUrl,acorn,image_seq,cardTraderUrl,cardTraderFoilUrl,cardTraderEtchedUrl,content_warning,starcitygames_sku,starcitygames_url,starcitygames_foil_sku,starcitygames_foil_url,starcitygames_etched_sku,starcitygames_etched_url,arena_id,loyalty,meld_part,meld_result,cardkingdom_etched_id,cardKingdomEtchedUrl,frame_effects,isToken,defaultFinish,isPauperCommander,isCovered,manapool_url,allRaritiesMask,isTemporary,flavor_name,info.power,info.toughness,info.flavor_text,info.coolStuffIncUrl,info.frame_effects,info.coolStuffIncFoilUrl,Deck Section,info.manapool_url,info.starcitygames_sku,info.starcitygames_url,info.starcitygames_foil_sku,info.starcitygames_foil_url,info.starcitygames_etched_sku,info.starcitygames_etched_url,info.cardKingdomUrl,info.multiverse_ids,info.mtgo_id,info.cardkingdom_id
lV4wPQ,Prismari Artistry (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,53.0,27711.0,3.0,https://moxfield.com/decks/KjdTzZ_tVE26-yKF0HvewQ,KjdTzZ_tVE26-yKF0HvewQ,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,qxlRx,Y85D7,8f6c2a5e-fe13-407c-aadd-c9caf2884ff1,sos,Secrets of Strixhaven,Prismari Charm,211,normal,2.0,5,Instant,"Choose one —
• Surveil 2, then draw a card.
• Prismari Charm deals 1 damage to each of one or two targets.
• Return target nonland permanent to its owner's hand.",{U}{R},"['R', 'U']",[],"['R', 'U']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,uncommon,black,False,en,False,True,True,"{'usd': 2.94, 'usd_foil': 3.0, 'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'}",[],Inkognit,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Prismari+Charm&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products?idProduct=880527&referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F686597%3Fpage%3D1,True,2026-04-24,28318.0,880527.0,686597.0,False,expansion,False,291098649,False,False,True,2,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lV4wPQ,Prismari Artistry (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,53.0,27711.0,3.0,https://moxfield.com/decks/KjdTzZ_tVE26-yKF0HvewQ,KjdTzZ_tVE26-yKF0HvewQ,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,za0zK,Ebpa9,7e3e5990-ad48-4be2-af8a-4ff77177758d,soc,Secrets of Strixhaven Commander,Prismari Pianist,34,normal,3.0,3,Creature — Djinn Bard,"Whenever you cast an instant or sorcery spell, create a 1/1 blue and red Elemental creature token. If that spell's mana value is 5 or greater, create three of those tokens instead.",{1}{R}{R},['R'],[],['R'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,False,False,"{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z', 'csi': 0.0, 'csi_buy': 0.0, 'csi_buy_qty': 0}",[],Izzy,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Prismari+Pianist&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Prismari+Pianist&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687456%3Fpage%3D1,False,2026-04-24,,,687456.0,False,commander,False,290861382,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,He'd practiced his scales specifically for this moment.,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Prismari+Pianist,,,,,,,,,,,,,,
lV4wPQ,Prismari Artistry (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,53.0,27711.0,3.0,https://moxfield.com/decks/KjdTzZ_tVE26-yKF0HvewQ,KjdTzZ_tVE26-yKF0HvewQ,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,Mzdr0,kAzZA,916d3e31-3243-47b3-b7d2-ce9a6dd47aba,soc,Secrets of Strixhaven Commander,"Muddle, the Ever-Changing",5,normal,4.0,3,Legendary Creature — Elemental Otter Shapeshifter,"Whenever you cast an instant or sorcery spell, Muddle becomes a copy of up to one target nonlegendary creature you control until end of turn, except it has myriad. (Whenever it attacks, for each opponent other than defending player, you may create a token copy that's tapped and attacking that player or a planeswalker they control. Exile the tokens at end of combat.)",{2}{U}{R},"['R', 'U']",[],"['R', 'U']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,mythic,black,False,en,True,False,False,"{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z', 'csi': 0.0, 'csi_foil': 0.0, 'csi_buy': 0.0, 'csi_buy_foil': 0.0, 'csi_buy_qty': 0, 'csi_buy_foil_qty': 0}",[],Andrew Mar,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Muddle%2C+the+Ever-Changing&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Muddle%2C+the+Ever-Changing&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687511%3Fpage%3D1,False,2026-04-24,,,687511.0,False,commander,False,290861320,False,False,True,8,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Muddle%2C+the+Ever-Changing,['legendary'],http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Muddle%2C+the+Ever-Changing,,,,,,,,,,,,
lV4wPQ,Prismari Artistry (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,53.0,27711.0,3.0,https://moxfield.com/decks/KjdTzZ_tVE26-yKF0HvewQ,KjdTzZ_tVE26-yKF0HvewQ,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,Q9lya,YnpPp,2511b281-f822-427c-ac5f-d376b64fa6cf,soc,Secrets of Strixhaven Commander,Leitmotif Composer,20,normal,3.0,3,Creature — Human Bard,"Whenever this creature deals combat damage to a player, draw a card.
Whenever you cast an instant or sorcery spell with mana value 5 or greater, create a token that's a copy of this creature.
{2}{U}: Creatures named Leitmotif Composer can't be blocked this turn.",{2}{U},['U'],[],['U'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,False,False,"{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z', 'csi': 0.0, 'csi_buy': 0.0, 'csi_buy_qty': 0}",[],Nathaniel Himawan,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Leitmotif+Composer&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Leitmotif+Composer&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687345%3Fpage%3D1,False,2026-04-24,,,687345.0,False,commander,False,290861276,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Leitmotif+Composer,,,,,,,,,,,,,,
lV4wPQ,Prismari Artistry (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,53.0,27711.0,3.0,https://moxfield.com/decks/KjdTzZ_tVE26-yKF0HvewQ,KjdTzZ_tVE26-yKF0HvewQ,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,9RZze,EJ1Am,7bdabeba-0cfb-4953-b725-50a48164a044,soc,Secrets of Strixhaven Commander,Dirgur Focusmage // Braingeyser,18,adventure,3.0,3,Creature — Djinn Monk // Sorcery,,{2}{U} // {X}{U}{U},['U'],[],['U'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,False,False,"{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z', 'csi': 0.0, 'csi_buy': 0.0, 'csi_buy_qty': 0}","[{'id': 'EZrxP', 'name': 'Dirgur Focusmage', 'mana_cost': '{2}{U}', 'type_line': 'Creature — Djinn Monk', 'oracle_text': 'Instant and sorcery spells you cast cost {1} less to cast.\nWhenever you cast an instant or sorcery spell with mana value 5 or greater from your hand, this creature becomes prepared.', 'colors': [], 'color_indicator': [], 'power': '1', 'toughness': '4', 'image_seq': 290537098}, {'id': 'LGb74', 'name': 'Braingeyser', 'mana_cost': '{X}{U}{U}', 'type_line': 'Sorcery', 'oracle_text': 'Target player draws X cards.', 'colors': [], 'color_indicator': [], 'image_seq': 290537100}]",Andrew Mar,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Dirgur+Focusmage&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Dirgur+Focusmage&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687333%3Fpage%3D1,False,2026-04-24,,,687333.0,False,commander,False,290861139,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Dirgur+Focusmage,,,,,,,,,,,,,,
lV4wPQ,Prismari Artistry (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,53.0,27711.0,3.0,https://moxfield.com/decks/KjdTzZ_tVE26-yKF0HvewQ,KjdTzZ_tVE26-yKF0HvewQ,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,XJ6bK,YdpbG,a967af7a-03ed-4858-9c26-66f2cb706b02,soc,Secrets of Strixhaven Commander,Furygale Flocking,32,normal,10.0,4,Sorcery,"This spell costs {1} less to cast for each instant and sorcery card in your graveyard.
For each opponent, create two 3/3 blue and red Elemental creature tokens with flying that attack that opponent this turn if able. They gain haste until end of turn.",{8}{R}{R},['R'],[],['R'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,False,False,"{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z', 'csi': 0.0, 'csi_foil': 0.0, 'csi_buy': 0.0, 'csi_buy_foil': 0.0, 'csi_buy_qty': 0, 'csi_buy_foil_qty': 0}",[],Loïc Canavaggia,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Furygale+Flocking&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Furygale+Flocking&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687435%3Fpage%3D1,False,2026-04-24,,,687435.0,False,commander,False,290861211,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seek inspiration at your own risk.,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Furygale+Flocking,,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Furygale+Flocking,,,,,,,,,,,,
lV4wPQ,Prismari Artistry (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,53.0,27711.0,3.0,https://moxfield.com/decks/KjdTzZ_tVE26-yKF0HvewQ,KjdTzZ_tVE26-yKF0HvewQ,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,ZM0yX,LV1oq,5abdcad7-3b7a-43f6-a0ad-3aa99ee55c91,soc,Secrets of Strixhaven Commander,Scorched Geyser,54,normal,0.0,8,Land — Island Mountain,"({T}: Add {U} or {R}.)
This land enters tapped unless you control two or more basic lands.",,[],[],"['R', 'U']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,False,False,{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'},[],Manuel Castañón,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Scorched+Geyser&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Scorched+Geyser&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687596%3Fpage%3D1,False,2026-04-24,,,687596.0,False,commander,False,290861433,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The mana currents around Spectacle Summit are so thoroughly infused with Prismari patterns that a simple drumbeat is enough to make them whirl in response.,,,,,,,,,,,,,,,
lV4wPQ,Prismari Artistry (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,53.0,27711.0,3.0,https://moxfield.com/decks/KjdTzZ_tVE26-yKF0HvewQ,KjdTzZ_tVE26-yKF0HvewQ,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,GPW6o,Y2mZd,a8af6ded-de96-4095-8a5b-9f1c79adea1a,soc,Secrets of Strixhaven Commander,Coastal Peak,52,normal,0.0,8,Land — Island Mountain,"({T}: Add {U} or {R}.)
This land enters tapped.
Cycling {2} ({2}, Discard this card: Draw a card.)",,[],[],"['R', 'U']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,False,False,{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'},[],Julian Kok Joon Wen,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Coastal+Peak&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Coastal+Peak&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687592%3Fpage%3D1,False,2026-04-24,,,687592.0,False,commander,False,290861070,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hidden across Arcavios are great sculptures chiseled by the claws of Galazeth Prismari himself.,,,,,,,,,,,,,,,
lV4wPQ,Prismari Artistry (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,53.0,27711.0,3.0,https://moxfield.com/decks/KjdTzZ_tVE26-yKF0HvewQ,KjdTzZ_tVE26-yKF0HvewQ,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,PJ7Kl,kOgyn,a25cb813-aa6d-469c-aa29-61ffa32267f2,soc,Secrets of Strixhaven Commander,Turbulent Springs,57,normal,0.0,8,Land — Island Mountain,"({T}: Add {U} or {R}.)
This land enters tapped unless your opponents control eight or more lands.",,[],[],"['R', 'U']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,False,False,{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'},[],Sergey Glushakov,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Turbulent+Springs&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Turbulent+Springs&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687601%3Fpage%3D1,False,2026-04-24,,,687601.0,False,commander,False,290861527,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""The Multiverse itself is a never-ending act of creation. Do not look inward so often that you forget how to see it.""
—Galazeth Prismari",,,,,,,,,,,,,,,
lV4wPQ,Prismari Artistry (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,53.0,27711.0,3.0,https://moxfield.com/decks/KjdTzZ_tVE26-yKF0HvewQ,KjdTzZ_tVE26-yKF0HvewQ,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,oWmzW,Yep4m,7fddd17b-8282-408e-a319-7f0bb437c52e,soc,Secrets of Strixhaven Commander,Inspired Skypainter // Maestro's Gift,48,adventure,2.0,3,Creature — Lizard Wizard // Sorcery,,{U}{R} // {3}{U}{R},"['R', 'U']",[],"['R', 'U']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,False,False,{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'},"[{'id': 'kAdAD', 'name': 'Inspired Skypainter', 'mana_cost': '{U}{R}', 'type_line': 'Creature — Lizard Wizard', 'oracle_text': ""Flying\nWhen this creature enters and whenever one or more creature tokens you control deal combat damage to a player, this creature becomes prepared. (While it's prepared, you may cast a copy of its spell. Doing so unprepares it.)"", 'colors': [], 'color_indicator': [], 'power': '2', 'toughness': '2', 'image_seq': 290538448}, {'id': 'Ynv8A', 'name': ""Maestro's Gift"", 'mana_cost': '{3}{U}{R}', 'type_line': 'Sorcery', 'oracle_text': ""Create a token that's a copy of target creature you control. That token gains haste until end of turn."", 'colors': [], 'color_indicator': [], 'image_seq': 290538451}]",April Prime,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Inspired+Skypainter&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Inspired+Skypainter&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687587%3Fpage%3D1,False,2026-04-24,,,687587.0,False,commander,False,290861249,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,
